"Latitude","Longitude","Query","Size"
40.729591,-74.011689,"River",5
40.6975,-73.999167,"River",6
40.721531,-73.962351,"River",6
40.732406,-73.973916,"River",6
40.76878,-74.01686,"River",5
40.751502,-74.008108,"River",6
40.76878,-74.01686,"River",6
40.76878,-74.01686,"River",6
40.738857,-74.026704,"River",6
40.76878,-74.01686,"River",6
40.7324,-73.985004,"River",6
40.77554,-73.990142,"River",6
40.703073,-73.994464,"River",7
40.7543,-73.9633,"River",6
40.703073,-73.994464,"River",6
40.739453,-73.987286,"River",7
40.76878,-74.01686,"River",6
40.707681,-74.033567,"River",7
40.76878,-74.01686,"River",6
40.720756,-74.000761,"River",7
40.76878,-74.01686,"River",6
40.779714,-73.988745,"River",7
40.716698,-74.000016,"River",7
40.76878,-74.01686,"River",7
40.76878,-74.01686,"River",6
40.799282,-73.968738,"River",7
40.815248,-73.983778,"River",5
40.777173,-73.956061,"River",6
40.703073,-73.994464,"River",6
40.76127,-74.000892,"River",6
40.76878,-74.01686,"River",5
40.710922,-73.964771,"River",5
40.76878,-74.01686,"River",6
40.708963,-73.991559,"River",6
40.716377,-73.966574,"River",6
40.703737,-73.994776,"River",7
40.751875,-73.997381,"River",6
40.76878,-74.01686,"River",5
40.720045,-73.974813,"River",6
40.76878,-74.01686,"River",6
40.721619,-74.000587,"River",6
40.721619,-74.000587,"River",6
40.721619,-74.000587,"River",6
40.721131,-73.961702,"River",6
40.730347,-74.010243,"River",7
40.745892,-74.00376,"River",7
40.779714,-73.988745,"River",5
40.776167,-73.956152,"River",6
40.76878,-74.01686,"River",6
40.795719,-73.932045,"River",6
40.776198,-73.956306,"River",5
40.76878,-74.01686,"River",7
40.726088,-73.983626,"River",7
40.721531,-73.962351,"River",6
40.738856,-74.026704,"River",6
40.713103,-73.970578,"River",6
40.76878,-74.01686,"River",6
40.766363,-73.986639,"River",6
40.707681,-74.033567,"River",6
40.77027,-73.949321,"River",6
40.710922,-73.964771,"River",6
40.738856,-74.026704,"River",7
40.735703,-73.977723,"River",6
40.780259,-73.976301,"River",6
40.722691,-74.03416,"River",6
40.722691,-74.03416,"River",6
40.710922,-73.964771,"River",6
40.764535,-73.998524,"River",6
40.710542,-74.018144,"River",6
40.72035,-73.96334,"River",7
40.789852,-73.94807,"River",6
40.716244,-74.032963,"River",7
40.710922,-73.964771,"River",6
40.744307,-73.959668,"River",6
40.73456,-74.025593,"River",8
40.702393,-73.987977,"River",7
40.691544,-73.958328,"River",5
40.77381,-73.943966,"River",6
40.738856,-74.026704,"River",6
40.779714,-73.988745,"River",6
40.72035,-73.96334,"River",7
40.765555,-73.954831,"River",6
40.795719,-73.932045,"River",5
40.713142,-73.97917,"River",6
40.738856,-74.026704,"River",6
40.738856,-74.026704,"River",6
40.754968,-73.982227,"River",6
40.722094,-73.999215,"River",7
40.719865,-74.032618,"River",6
40.78,-73.926667,"River",6
40.73508,-73.974801,"River",6
40.6975,-73.999167,"River",6
40.71821,-73.986367,"River",7
40.778061,-73.978569,"River",6
40.724092,-73.989385,"River",6
40.710922,-73.964771,"River",6
40.718203,-73.986228,"River",7
40.722691,-74.03416,"River",5
40.710922,-73.964771,"River",6
40.733501,-74.010876,"River",7
40.730347,-74.010243,"River",5
40.732474,-73.973951,"River",6
40.730347,-74.010243,"River",7
40.721131,-73.961702,"River",8
40.724129,-73.997312,"River",6
40.787861,-73.941429,"River",6
40.715584,-74.015869,"River",5
40.721131,-73.961702,"River",6
40.720063,-73.962532,"River",5
40.726226,-74.032009,"River",6
40.721131,-73.961702,"River",6
40.76878,-74.01686,"River",6
40.738857,-74.026704,"River",6
40.736904,-74.029071,"River",7
40.72456,-74.011778,"River",7
40.716244,-74.032963,"River",7
40.751502,-74.008108,"River",7
40.710922,-73.964771,"River",6
40.716244,-74.032963,"River",6
40.76878,-74.01686,"River",6
40.76878,-74.01686,"River",6
40.689427,-74.045349,"River",6
40.729768,-73.996107,"River",6
40.76878,-74.01686,"River",6
40.746595,-73.932913,"River",6
40.709579,-74.008419,"River",7
40.799282,-73.968738,"River",6
40.775101,-73.908911,"River",5
40.76878,-74.01686,"River",6
40.71311,-74.016127,"River",6
40.76878,-74.01686,"River",6
40.76878,-74.01686,"River",6
40.784101,-73.985143,"River",6
40.7283,-73.9942,"River",6
40.76878,-74.01686,"River",6
40.776732,-73.947001,"River",6
40.76878,-74.01686,"River",6
40.710989,-74.004044,"River",6
40.738857,-74.026704,"River",7
40.76878,-74.01686,"River",6
40.735221,-74.01045,"River",6
40.706264,-74.003874,"River",6
40.795719,-73.932045,"River",7
40.795719,-73.932045,"River",7
40.795719,-73.932045,"River",6
40.73269,-73.974638,"River",5
40.723186,-74.010902,"River",6
40.76878,-74.01686,"River",6
40.72741,-74.059244,"River",6
40.732474,-73.973951,"River",6
40.722348,-73.948503,"Brooklyn",2
40.717781,-73.956439,"Brooklyn",1
40.70676,-73.923218,"Brooklyn",1
40.711819,-73.966865,"Brooklyn",2
40.717759,-73.958584,"Brooklyn",4
40.714043,-73.955959,"Brooklyn",1
40.755763,-73.995621,"Brooklyn",1
40.713095,-73.957872,"Brooklyn",3
40.706086,-73.996864,"Brooklyn",1
40.719249,-73.961718,"Brooklyn",2
40.710989,-74.004044,"Brooklyn",1
40.686659,-73.977749,"Brooklyn",1
40.716746,-73.96201,"Brooklyn",1
40.71811,-73.957545,"Brooklyn",3
40.719249,-73.961718,"Brooklyn",2
40.714084,-73.949566,"Brooklyn",2
40.718388,-73.960002,"Brooklyn",1
40.721954,-73.957548,"Brooklyn",1
40.723795,-73.962374,"Brooklyn",2
40.762086,-73.981353,"Brooklyn",2
40.706086,-73.996864,"Brooklyn",1
40.685771,-73.977303,"Brooklyn",1
40.686752,-73.975085,"Brooklyn",1
40.712593,-73.949125,"Brooklyn",1
40.696303,-73.988319,"Brooklyn",1
40.718912,-73.956489,"Brooklyn",2
40.687092,-73.990908,"Brooklyn",2
40.706798,-73.923202,"Brooklyn",2
40.703893,-73.994111,"Brooklyn",3
40.724713,-73.954934,"Brooklyn",2
40.722348,-73.948503,"Brooklyn",2
40.704298,-73.990449,"Brooklyn",1
40.690921,-73.995752,"Brooklyn",1
40.711539,-73.959458,"Brooklyn",3
40.706086,-73.996864,"Brooklyn",2
40.727528,-74.003006,"Brooklyn",1
40.724713,-73.954934,"Brooklyn",1
40.706086,-73.996864,"Brooklyn",4
40.71134,-73.957712,"Brooklyn",2
40.733952,-73.954923,"Brooklyn",3
40.715697,-73.953603,"Brooklyn",1
40.7565,-73.985946,"Brooklyn",2
40.724606,-73.954653,"Brooklyn",1
40.716705,-73.963193,"Brooklyn",4
40.710737,-73.953688,"Brooklyn",2
40.714028,-73.977462,"Brooklyn",1
40.724713,-73.954934,"Brooklyn",1
40.721938,-73.96127,"Brooklyn",2
40.69007,-73.993583,"Brooklyn",2
40.69349,-73.987241,"Brooklyn",2
40.71715,-73.959933,"Brooklyn",1
40.712284,-73.963948,"Brooklyn",2
40.722348,-73.948503,"Brooklyn",2
40.688427,-73.978792,"Brooklyn",1
40.705596,-73.922517,"Brooklyn",2
40.700243,-73.985993,"Brooklyn",1
40.705596,-73.922517,"Brooklyn",2
40.689714,-73.970363,"Brooklyn",1
40.706086,-73.996864,"Brooklyn",1
40.723795,-73.962374,"Brooklyn",1
40.703056,-73.989872,"Brooklyn",1
40.688677,-73.965124,"Brooklyn",1
40.694045,-73.961377,"Brooklyn",1
40.723795,-73.962374,"Brooklyn",2
40.717177,-73.955141,"Brooklyn",2
40.688393,-73.965128,"Brooklyn",1
40.706086,-73.996864,"Brooklyn",2
40.716534,-73.961448,"Brooklyn",1
40.689582,-73.970213,"Brooklyn",1
40.713254,-73.958409,"Brooklyn",2
40.749418,-73.97072,"Brooklyn",3
40.69038,-73.99527,"Brooklyn",2
40.686108,-73.974319,"Brooklyn",1
40.688624,-73.965472,"Brooklyn",1
40.698291,-73.996632,"Brooklyn",2
40.762833,-73.973272,"Brooklyn",3
40.716803,-73.956449,"Brooklyn",2
40.757588,-73.985705,"Brooklyn",1
40.770085,-73.972908,"Brooklyn",1
40.702396,-73.987977,"Brooklyn",2
40.706086,-73.996864,"Brooklyn",2
40.687092,-73.990908,"Brooklyn",1
40.752906,-73.993467,"Brooklyn",1
40.70725,-73.998325,"Brooklyn",2
40.756486,-73.985927,"Brooklyn",4
40.702407,-73.988751,"Brooklyn",2
40.702695,-73.990904,"Brooklyn",2
40.685659,-73.915965,"Brooklyn",2
40.723347,-73.952203,"Brooklyn",1
40.684866,-73.994811,"Brooklyn",1
40.693943,-73.970514,"Brooklyn",1
40.693253,-73.988601,"Brooklyn",2
40.69069,-73.995916,"Brooklyn",2
40.713083,-73.970507,"Brooklyn",1
40.68676,-73.977918,"Brooklyn",2
40.730153,-73.954296,"Brooklyn",1
40.706086,-73.996864,"Brooklyn",2
40.697552,-73.930288,"Brooklyn",3
40.720718,-73.959667,"Brooklyn",1
40.703056,-73.989872,"Brooklyn",3
40.721954,-73.957548,"Brooklyn",1
40.698068,-73.937168,"Brooklyn",1
40.733511,-73.958341,"Brooklyn",2
40.7217,-73.957591,"Brooklyn",1
40.72322,-73.952561,"Brooklyn",2
40.736565,-73.955134,"Brooklyn",1
40.706086,-73.996864,"Brooklyn",1
40.711638,-73.935607,"Brooklyn",2
40.763357,-73.972509,"Brooklyn",1
40.710989,-74.004044,"Brooklyn",2
40.712041,-73.95111,"Brooklyn",1
40.694167,-73.918611,"Brooklyn",1
40.706086,-73.996864,"Brooklyn",3
40.786835,-73.969786,"Brooklyn",3
40.694166,-73.991746,"Brooklyn",1
40.69481,-73.994261,"Brooklyn",2
40.717939,-73.985387,"Brooklyn",3
40.726401,-73.998734,"Brooklyn",2
40.694002,-73.99107,"Brooklyn",2
40.710989,-74.004044,"Brooklyn",1
40.704298,-73.990449,"Brooklyn",2
40.706086,-73.996864,"Brooklyn",1
40.691487,-73.984482,"Brooklyn",2
40.706086,-73.996864,"Brooklyn",1
40.706086,-73.996864,"Brooklyn",2
40.727103,-73.952747,"Brooklyn",2
40.71973,-73.991012,"Brooklyn",1
40.688208,-73.991333,"Brooklyn",2
40.748688,-73.991635,"Brooklyn",2
40.706086,-73.996864,"Brooklyn",2
40.688904,-73.983929,"Brooklyn",2
40.691372,-73.92482,"Brooklyn",2
40.7524,-73.9902,"Brooklyn",1
40.706086,-73.996864,"Brooklyn",1
40.692979,-73.99106,"Brooklyn",1
40.726118,-73.952128,"Brooklyn",3
40.71659,-73.959092,"Brooklyn",2
40.711185,-73.960314,"Brooklyn",3
40.710748,-73.961253,"Brooklyn",1
40.698033,-73.973478,"Brooklyn",1
40.694659,-73.993761,"Brooklyn",1
40.685715,-73.940434,"Brooklyn",2
40.706086,-73.996864,"Brooklyn",1
40.690193,-73.993412,"Brooklyn",2
40.754429,-73.976437,"Brooklyn",1
40.721144,-73.956957,"Brooklyn",1
40.705692,-73.933323,"Brooklyn",1
40.706086,-73.996864,"Brooklyn",1
40.716186,-73.959144,"Brooklyn",1
40.706086,-73.996864,"Brooklyn",1
40.727337,-73.994301,"Brooklyn",2
40.702302,-73.989814,"Brooklyn",3
40.727337,-73.994301,"Brooklyn",1
40.727337,-73.994301,"Brooklyn",2
40.727337,-73.994301,"Brooklyn",1
40.727337,-73.994301,"Brooklyn",1
40.727337,-73.994301,"Brooklyn",1
40.750673,-73.989361,"Brooklyn",2
40.693829,-73.973034,"Brooklyn",1
40.692748,-73.989521,"Brooklyn",2
40.693829,-73.973034,"Brooklyn",4
40.702521,-73.987362,"Brooklyn",1
40.700122,-73.924188,"Brooklyn",2
40.705692,-73.933323,"Brooklyn",1
40.68467,-73.977765,"Brooklyn",1
40.75857,-73.98608,"Brooklyn",1
40.711354,-73.947587,"Brooklyn",1
40.75857,-73.98608,"Brooklyn",1
40.75857,-73.98608,"Brooklyn",1
40.75857,-73.98608,"Brooklyn",1
40.706029,-73.996825,"Brooklyn",1
40.703476,-73.994053,"Brooklyn",1
40.705953,-73.996568,"Brooklyn",1
40.688291,-73.989881,"Brooklyn",2
40.698677,-73.985941,"Brooklyn",2
40.696075,-73.921707,"Brooklyn",3
40.689812,-73.993698,"Brooklyn",1
40.706086,-73.996864,"Brooklyn",1
40.684931,-73.978302,"Brooklyn",2
40.706086,-73.996864,"Brooklyn",1
40.705068,-73.933645,"Brooklyn",1
40.693561,-73.978165,"Brooklyn",2
40.695344,-73.984095,"Brooklyn",1
40.702989,-73.994239,"Brooklyn",2
40.706086,-73.996864,"Brooklyn",2
40.687817,-73.914964,"Brooklyn",1
40.704298,-73.990449,"Brooklyn",1
40.716698,-74.000016,"Brooklyn",2
40.727103,-73.952747,"Brooklyn",1
40.774646,-73.908693,"Brooklyn",1
40.711354,-73.947587,"Brooklyn",1
40.706086,-73.996864,"Brooklyn",2
40.696662,-73.925279,"Brooklyn",2
40.686179,-73.916202,"Brooklyn",1
40.7504,-73.9883,"Brooklyn",3
40.703056,-73.989872,"Brooklyn",1
40.685372,-73.980689,"Brooklyn",1
40.709296,-74.013197,"Brooklyn",2
40.69327,-73.991773,"Brooklyn",1
40.706086,-73.996864,"Brooklyn",2
40.706086,-73.996864,"Brooklyn",1
40.690018,-73.993416,"Brooklyn",1
40.718275,-73.9504,"Brooklyn",2
40.711667,-73.957663,"Brooklyn",2
40.717885,-73.958004,"Brooklyn",1
40.685196,-73.982837,"Brooklyn",4
40.711354,-73.947587,"Brooklyn",1
40.706975,-73.922578,"Brooklyn",2
40.705068,-73.933645,"Brooklyn",1
40.694168,-73.956001,"Brooklyn",2
40.716755,-73.965616,"Brooklyn",3
40.727383,-73.993569,"Brooklyn",2
40.752641,-74.024449,"Brooklyn",2
40.717649,-73.949697,"Brooklyn",2
40.694167,-73.918611,"Brooklyn",1
40.716932,-73.956506,"Brooklyn",3
40.702396,-73.987977,"Brooklyn",2
40.717054,-73.959285,"Brooklyn",2
40.710828,-73.949561,"Brooklyn",2
40.710828,-73.949561,"Brooklyn",1
40.735169,-73.983387,"Brooklyn",1
40.710828,-73.949561,"Brooklyn",2
40.723605,-73.951656,"Brooklyn",1
40.692979,-73.99106,"Brooklyn",1
40.69206,-73.991327,"Brooklyn",1
40.710828,-73.949561,"Brooklyn",1
40.685932,-73.981988,"Brooklyn",1
40.788082,-73.96903,"Brooklyn",1
40.689197,-73.957343,"Brooklyn",1
40.710989,-74.004044,"Brooklyn",1
40.691975,-73.946865,"Brooklyn",1
40.716698,-74.000016,"Brooklyn",2
40.710828,-73.949561,"Brooklyn",2
40.723851,-73.997487,"Brooklyn",2
40.693957,-73.962137,"Brooklyn",2
40.694603,-73.952203,"Brooklyn",2
40.734791,-73.993802,"Brooklyn",2
40.717997,-73.95764,"Brooklyn",1
40.694167,-73.918611,"Brooklyn",1
40.72949,-73.910332,"Brooklyn",2
40.718854,-73.960776,"Brooklyn",2
40.704364,-73.994628,"Brooklyn",1
40.696252,-73.967473,"Brooklyn",2
40.712778,-74.004722,"Brooklyn",1
40.687106,-73.915961,"Brooklyn",1
40.723996,-73.955228,"Brooklyn",1
40.732124,-73.954539,"Brooklyn",2
40.726118,-73.952128,"Brooklyn",2
40.7354,-74.00934,"Brooklyn",2
40.719006,-73.942753,"Brooklyn",2
40.723605,-73.951656,"Brooklyn",2
40.809487,-73.953354,"Brooklyn",3
40.687416,-73.950197,"Brooklyn",1
40.72025,-73.964534,"Brooklyn",2
40.69422,-73.985964,"Brooklyn",2
40.68708,-73.976622,"Brooklyn",1
40.717542,-73.957933,"Brooklyn",2
40.71135,-73.95833,"Brooklyn",2
40.691446,-73.933805,"Brooklyn",1
40.712772,-73.955387,"Brooklyn",2
40.707621,-73.921798,"Brooklyn",2
40.712474,-73.951455,"Brooklyn",3
40.69475,-73.987276,"Brooklyn",2
40.721242,-73.942391,"Brooklyn",2
40.714249,-73.95376,"Brooklyn",1
40.730912,-73.99526,"Brooklyn",2
40.716698,-74.000016,"Brooklyn",2
40.715428,-73.944444,"Brooklyn",4
40.699984,-73.922654,"Brooklyn",2
40.696075,-73.921707,"Brooklyn",1
40.687696,-73.977881,"Brooklyn",3
40.72025,-73.964534,"Brooklyn",2
40.694167,-73.918611,"Brooklyn",4
40.7176,-73.963,"Brooklyn",1
40.726681,-73.960167,"Brooklyn",2
40.710989,-74.004044,"Brooklyn",1
40.735169,-73.983387,"Brooklyn",2
40.735169,-73.983387,"Brooklyn",3
40.712778,-74.004722,"Brooklyn",1
40.684996,-73.94186,"Brooklyn",3
40.757676,-73.971543,"Brooklyn",2
40.715015,-73.958484,"Brooklyn",2
40.71291,-74.00429,"Brooklyn",2
40.710989,-74.004044,"Brooklyn",2
40.759554,-73.995631,"Brooklyn",3
40.710989,-74.004044,"Brooklyn",2
40.71079,-74.00294,"Brooklyn",2
40.71079,-74.00294,"Brooklyn",1
40.722303,-73.957791,"Brooklyn",1
40.710989,-74.004044,"Brooklyn",3
40.710989,-74.004044,"Brooklyn",2
40.721974,-73.957529,"Brooklyn",1
40.754632,-73.99426,"Brooklyn",1
40.708298,-73.937706,"Brooklyn",1
40.719213,-73.961694,"Brooklyn",1
40.754624,-73.994255,"Brooklyn",2
40.703976,-73.918964,"Brooklyn",1
40.710989,-74.004044,"Brooklyn",1
40.72212,-73.949962,"Brooklyn",2
40.7421,-73.988284,"Brooklyn",1
40.717898,-73.951582,"Brooklyn",1
40.763422,-73.978679,"Brooklyn",1
40.759507,-73.976651,"Brooklyn",2
40.70761,-73.941637,"Brooklyn",1
40.687026,-73.977575,"Brooklyn",3
40.704288,-73.986637,"Brooklyn",2
40.701599,-73.990898,"Brooklyn",1
40.722007,-73.958911,"Brooklyn",1
40.721954,-73.957548,"Brooklyn",3
40.706086,-73.996864,"Brooklyn",2
40.714598,-73.998816,"Brooklyn",2
40.746167,-74.000235,"Brooklyn",1
40.7076,-73.950142,"Brooklyn",3
40.693253,-73.988601,"Brooklyn",2
40.721144,-73.956957,"Brooklyn",2
40.706269,-73.943327,"Brooklyn",1
40.70101,-73.99054,"Brooklyn",2
40.721954,-73.957548,"Brooklyn",2
40.717231,-73.955159,"Brooklyn",3
40.711354,-73.947587,"Brooklyn",2
40.691446,-73.933805,"Brooklyn",1
40.706086,-73.996864,"Brooklyn",1
40.691446,-73.933805,"Brooklyn",4
40.723605,-73.951656,"Brooklyn",1
40.706086,-73.996864,"Brooklyn",1
40.721954,-73.957548,"Brooklyn",3
40.719229,-73.961543,"Brooklyn",1
40.719249,-73.961718,"Brooklyn",1
40.708421,-73.938207,"Brooklyn",1
40.721918,-73.957545,"Brooklyn",1
40.713567,-73.958839,"Brooklyn",2
40.713345,-73.955551,"Brooklyn",2
40.719164,-73.96178,"Brooklyn",4
40.698575,-73.918672,"Brooklyn",1
40.721954,-73.957548,"Brooklyn",1
40.704298,-73.990449,"Brooklyn",3
40.722183,-73.949935,"Brooklyn",1
40.715251,-73.958584,"Brooklyn",2
40.696667,-73.996667,"Brooklyn",3
40.710989,-74.004044,"Brooklyn",2
40.713567,-73.958839,"Brooklyn",2
40.694167,-73.918611,"Brooklyn",2
40.72271,-73.947853,"Brooklyn",2
40.715099,-73.962728,"Brooklyn",2
40.711354,-73.947587,"Brooklyn",2
40.696667,-73.996667,"Brooklyn",2
40.719746,-73.997143,"Brooklyn",3
40.706086,-73.996864,"Brooklyn",2
40.711354,-73.947587,"Brooklyn",1
40.706086,-73.996864,"Brooklyn",2
40.71386,-73.961694,"Brooklyn",1
40.721971,-73.958039,"Brooklyn",2
40.754697,-73.976442,"Brooklyn",2
40.716339,-73.962579,"Brooklyn",2
40.71497,-73.951685,"Brooklyn",1
40.759531,-73.987411,"Brooklyn",1
40.694488,-74.001118,"Brooklyn",1
40.690833,-73.985667,"Brooklyn",1
40.686211,-73.954554,"Brooklyn",1
40.719213,-73.961694,"Brooklyn",2
40.711447,-73.957603,"Brooklyn",1
40.719249,-73.961718,"Brooklyn",2
40.70649,-73.990141,"Brooklyn",1
40.699929,-73.996682,"Brooklyn",1
40.702601,-73.939095,"Brooklyn",1
40.688309,-73.99941,"Brooklyn",2
40.719249,-73.961718,"Brooklyn",3
40.706086,-73.996864,"Brooklyn",1
40.715894,-73.959145,"Brooklyn",3
40.706086,-73.996864,"Brooklyn",1
40.72844,-74.005146,"Brooklyn",4
40.694483,-73.999151,"Brooklyn",2
40.688427,-73.978792,"Brooklyn",3
40.722019,-73.941164,"Brooklyn",1
40.72902,-73.957493,"Brooklyn",2
40.721795,-73.950663,"Brooklyn",5
40.685512,-73.981986,"Brooklyn",3
40.706086,-73.996864,"Brooklyn",3
40.703056,-73.989872,"Brooklyn",3
40.716432,-73.961506,"Brooklyn",1
40.732149,-73.988157,"Brooklyn",1
40.694338,-73.918741,"Brooklyn",1
40.686071,-73.973894,"Brooklyn",1
40.713415,-73.958619,"Brooklyn",1
40.691446,-73.933805,"Brooklyn",2
40.714122,-73.949033,"Brooklyn",1
40.705717,-73.932109,"Brooklyn",1
40.711221,-73.943015,"Brooklyn",2
40.696386,-73.999114,"Brooklyn",2
40.751177,-73.970411,"Brooklyn",1
40.704298,-73.990449,"Brooklyn",2
40.70392,-73.986397,"Brooklyn",1
40.69925,-73.923431,"Brooklyn",1
40.702968,-73.994111,"Brooklyn",2
40.706086,-73.996864,"Brooklyn",1
40.685715,-73.940434,"Brooklyn",2
40.692761,-73.990266,"Brooklyn",1
40.694167,-73.918611,"Brooklyn",2
40.721938,-73.96127,"Brooklyn",1
40.702512,-73.926777,"Brooklyn",1
40.713031,-73.957551,"Brooklyn",2
40.702277,-73.996503,"Brooklyn",2
40.707893,-73.921857,"Brooklyn",2
40.694504,-73.956555,"Brooklyn",1
40.694659,-73.993761,"Brooklyn",2
40.710676,-73.965567,"Brooklyn",1
40.704158,-73.986767,"Brooklyn",2
40.762713,-73.973313,"Brooklyn",1
40.722348,-73.948503,"Brooklyn",2
40.691446,-73.933805,"Brooklyn",1
40.718893,-73.958033,"Brooklyn",2
40.700681,-73.92568,"Brooklyn",1
40.714043,-73.955959,"Brooklyn",2
40.693264,-73.96908,"Brooklyn",1
40.704303,-73.992258,"Brooklyn",1
40.694682,-73.993531,"Brooklyn",4
40.706086,-73.996864,"Brooklyn",2
40.713083,-73.970507,"Brooklyn",1
40.688502,-73.97993,"Brooklyn",3
40.71681,-73.961793,"Brooklyn",2
40.691722,-73.984406,"Brooklyn",3
40.71452,-73.961041,"Brooklyn",3
40.706086,-73.996864,"Brooklyn",1
40.71723,-73.958482,"Brooklyn",1
40.706086,-73.996864,"Brooklyn",1
40.702496,-73.988624,"Brooklyn",2
40.702496,-73.988624,"Brooklyn",1
40.697826,-73.943844,"Brooklyn",1
40.687122,-73.917732,"Brooklyn",2
40.711179,-73.96096,"Brooklyn",3
40.7298,-73.975087,"Brooklyn",2
40.713218,-73.957275,"Brooklyn",3
40.708298,-73.937706,"Brooklyn",4
40.699753,-73.911019,"Brooklyn",1
40.722694,-73.955559,"Brooklyn",2
40.706086,-73.996864,"Brooklyn",1
40.748202,-73.982929,"Brooklyn",2
40.706086,-73.996864,"Brooklyn",2
40.711354,-73.947587,"Brooklyn",3
40.724869,-73.951335,"Brooklyn",1
40.715102,-73.959658,"Brooklyn",2
40.705667,-73.987333,"Brooklyn",1
40.699927,-73.991532,"Brooklyn",1
40.708362,-73.940813,"Brooklyn",1
40.706086,-73.996864,"Brooklyn",1
40.68927,-73.991675,"Brooklyn",2
40.716784,-73.965581,"Brooklyn",2
40.719309,-73.961713,"Brooklyn",1
40.71118,-73.961232,"Brooklyn",1
40.691446,-73.933805,"Brooklyn",1
40.707287,-73.940349,"Brooklyn",2
40.704298,-73.990449,"Brooklyn",2
40.719504,-73.99352,"Brooklyn",2
40.714353,-74.005973,"Brooklyn",1
40.691446,-73.933805,"Brooklyn",2
40.704214,-73.987735,"Brooklyn",2
40.735015,-73.990993,"Brooklyn",3
40.730289,-73.949597,"Brooklyn",2
40.704274,-73.992117,"Brooklyn",2
40.750635,-73.979114,"Brooklyn",1
40.717881,-73.959324,"Brooklyn",2
40.739645,-73.942245,"Brooklyn",2
40.716698,-74.000016,"Brooklyn",1
40.706086,-73.996864,"Brooklyn",1
40.723779,-73.991289,"Brooklyn",1
40.698212,-73.996942,"Brooklyn",1
40.706086,-73.996864,"Brooklyn",2
40.727103,-73.952747,"Brooklyn",1
40.688309,-73.99941,"Brooklyn",1
40.698273,-73.97357,"Brooklyn",3
40.704254,-73.934175,"Brooklyn",2
40.813155,-73.985201,"Brooklyn",1
40.718941,-73.956529,"Brooklyn",2
40.779512,-74.01671,"Brooklyn",3
40.691446,-73.933805,"Brooklyn",1
40.733952,-73.954923,"Brooklyn",1
40.702637,-73.993144,"Brooklyn",1
40.774546,-73.908377,"Brooklyn",2
40.706086,-73.996864,"Brooklyn",1
40.693268,-73.967713,"Brooklyn",2
40.706086,-73.996864,"Brooklyn",1
40.698273,-73.97357,"Brooklyn",2
40.74853,-73.985605,"Brooklyn",2
40.706086,-73.996864,"Brooklyn",1
40.706086,-73.996864,"Brooklyn",1
40.727103,-73.952747,"Brooklyn",1
40.693164,-73.990863,"Brooklyn",2
40.69312,-73.990937,"Brooklyn",1
40.692446,-73.991266,"Brooklyn",1
40.693765,-73.990025,"Brooklyn",2
40.693546,-73.991896,"Brooklyn",2
40.692508,-73.990174,"Brooklyn",1
40.693167,-73.989851,"Brooklyn",1
