id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
5910,SBGR,large_airport,"Guarulhos - Governador André Franco Montoro International Airport",-23.435556411743164,-46.47305679321289,2459,SA,BR,BR-SP,"São Paulo",1,SBGR,GRU,,,http://en.wikipedia.org/wiki/S%C3%A3o_Paulo-Guarulhos_International_Airport,,1016675,2009-08-16T13:33:48+00:00
5906,SBGL,large_airport,"Rio Galeão – Tom Jobim International Airport",-22.8099994659,-43.2505569458,28,SA,BR,BR-RJ,"Rio De Janeiro",1,SBGL,GIG,,,http://en.wikipedia.org/wiki/Rio_de_Janeiro-Gale%C3%A3o_International_Airport,"Galeão - Antônio Carlos Jobim International Airport",51475,2015-11-12T03:52:06+00:00
5974,SBSP,large_airport,"Congonhas Airport",-23.626110076904297,-46.65638732910156,2631,SA,BR,BR-SP,"São Paulo",1,SBSP,CGH,,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=219,http://en.wikipedia.org/wiki/Congonhas-S%C3%A3o_Paulo_International_Airport,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=219,51150,2009-08-16T13:33:51+00:00
5967,SBRJ,medium_airport,"Santos Dumont Airport",-22.910499572799996,-43.1631011963,11,SA,BR,BR-RJ,"Rio De Janeiro",1,SBRJ,SDU,,,http://en.wikipedia.org/wiki/Santos_Dumont_Airport,RIO,975,2010-09-07T10:37:03+00:00
5872,SBBR,large_airport,"Presidente Juscelino Kubistschek International Airport",-15.86916732788086,-47.920833587646484,3497,SA,BR,BR-DF,Brasília,1,SBBR,BSB,,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=146,http://en.wikipedia.org/wiki/Bras%C3%ADlia_International_Airport,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=146,51275,2009-08-16T13:33:47+00:00
5951,SBPA,medium_airport,"Salgado Filho Airport",-29.994400024414062,-51.1713981628418,11,SA,BR,BR-RS,"Porto Alegre",1,SBPA,POA,,,http://en.wikipedia.org/wiki/Salgado_Filho_International_Airport,,1050,2008-06-24T09:40:26+00:00
5977,SBSV,large_airport,"Deputado Luiz Eduardo Magalhães International Airport",-12.9086112976,-38.3224983215,64,SA,BR,BR-BA,Salvador,1,SBSV,SSA,,,http://en.wikipedia.org/wiki/Deputado_Lu%C3%ADs_Eduardo_Magalh%C3%A3es_International_Airport,,1050,2012-05-22T08:43:27+00:00
5891,SBCT,large_airport,"Afonso Pena Airport",-25.5284996033,-49.1758003235,2988,SA,BR,BR-PR,Curitiba,1,SBCT,CWB,,,http://en.wikipedia.org/wiki/Afonso_Pena_International_Airport,,1050,2012-10-24T21:11:05+00:00
5900,SBFI,medium_airport,"Cataratas International Airport",-25.600278854370117,-54.48500061035156,786,SA,BR,BR-PR,"Foz Do Iguaçu",1,SBFI,IGU,,,http://en.wikipedia.org/wiki/Foz_do_Igua%C3%A7u_International_Airport,,1050,2009-08-16T13:33:48+00:00
5882,SBCF,large_airport,"Tancredo Neves International Airport",-19.62444305419922,-43.97194290161133,2715,SA,BR,BR-MG,"Belo Horizonte",1,SBCF,CNF,,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=207,http://en.wikipedia.org/wiki/Tancredo_Neves_International_Airport,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=207,1200,2009-08-16T13:33:48+00:00
5965,SBRF,medium_airport,"Guararapes - Gilberto Freyre International Airport",-8.126489639282227,-34.92359924316406,33,SA,BR,BR-PE,Recife,1,SBRF,REC,,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=163,http://en.wikipedia.org/wiki/Guararapes_International_Airport,,1050,2008-06-24T09:40:26+00:00
5927,SBKP,medium_airport,"Viracopos International Airport",-23.0074005127,-47.1344985962,2170,SA,BR,BR-SP,Campinas,1,SBKP,VCP,,,http://en.wikipedia.org/wiki/Viracopos-Campinas_International_Airport,,1050,2010-02-03T08:40:41+00:00
5901,SBFL,large_airport,"Hercílio Luz International Airport",-27.670278549194336,-48.5525016784668,16,SA,BR,BR-SC,Florianópolis,1,SBFL,FLN,,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=228,http://en.wikipedia.org/wiki/Herc%C3%ADlio_Luz_International_Airport,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=228,1150,2009-08-16T13:33:48+00:00
5905,SBFZ,medium_airport,"Pinto Martins International Airport",-3.776279926300049,-38.53260040283203,82,SA,BR,BR-CE,Fortaleza,1,SBFZ,FOR,,,http://en.wikipedia.org/wiki/Pinto_Martins_International_Airport,,1050,2008-06-24T09:40:26+00:00
5897,SBEG,medium_airport,"Eduardo Gomes International Airport",-3.0386099815368652,-60.04970169067383,264,SA,BR,BR-AM,Manaus,1,SBEG,MAO,,,http://en.wikipedia.org/wiki/Eduardo_Gomes_International_Airport,,1050,2008-06-24T09:40:26+00:00
5883,SBCG,medium_airport,"Campo Grande Airport",-20.468700408900002,-54.6725006104,1833,SA,BR,BR-MS,"Campo Grande",1,SBCG,CGR,,,http://en.wikipedia.org/wiki/Campo_Grande_International_Airport,,1050,2014-02-01T21:22:03+00:00
5968,SBRP,medium_airport,"Leite Lopes Airport",-21.136388778686523,-47.776668548583984,1806,SA,BR,BR-SP,"Ribeirão Preto",1,SBRP,RAO,,,,,875,2009-08-16T13:33:50+00:00
5869,SBBH,medium_airport,"Pampulha - Carlos Drummond de Andrade Airport",-19.851200103759766,-43.950599670410156,2589,SA,BR,BR-MG,"Belo Horizonte",1,SBBH,PLU,,http://www.infraero.gov.br/usa/aero_prev_home.php?ai=204,http://en.wikipedia.org/wiki/Pampulha_Domestic_Airport,BHZ,800,2008-06-24T09:40:26+00:00
5998,SBVT,medium_airport,"Eurico de Aguiar Salles Airport",-20.258057,-40.286388,11,SA,BR,BR-ES,Vitória,1,SBVT,VIX,,,https://en.wikipedia.org/wiki/Eurico_de_Aguiar_Salles_Airport,,800,2018-09-16T04:09:14+00:00
5949,SBNT,medium_airport,"Augusto Severo Airport",-5.91141986847,-35.2476997375,169,SA,BR,BR-RN,Natal,0,SBNT,,,,http://en.wikipedia.org/wiki/Augusto_Severo_International_Airport,NAT,875,2015-11-29T00:24:29+00:00
5867,SBBE,large_airport,"Val de Cans/Júlio Cezar Ribeiro International Airport",-1.3792500495900002,-48.4762992859,54,SA,BR,BR-PA,Belém,1,SBBE,BEL,,http://www.infraero.gov.br/index.php/br/aeroportos/para/aeroporto-internacional-de-belem.html,http://en.wikipedia.org/wiki/Val_de_Cans_International_Airport,,1050,2012-05-22T06:29:57+00:00
5931,SBLO,medium_airport,"Governador José Richa Airport",-23.333599090599996,-51.1301002502,1867,SA,BR,BR-PR,Londrina,1,SBLO,LDB,,,http://en.wikipedia.org/wiki/Londrina_Airport,"Londrina Airport",875,2014-02-01T10:49:52+00:00
148,SDAM,small_airport,"Amarais Airport",-22.85919952392578,-47.10820007324219,2008,SA,BR,BR-SP,Campinas,0,SDAM,CPQ,SDAM,,,,50,2008-06-24T09:40:26+00:00
313262,SBSG,large_airport,"Governador Aluízio Alves International Airport",-5.768056,-35.376111,272,SA,BR,BR-RN,Natal,1,SBSG,NAT,,http://www.natal.aero,http://en.wikipedia.org/wiki/Greater_Natal_International_Airport,"Natal, Greater Natal International Airport,  Augusto Severo International Airport",0,2015-02-21T20:23:54+00:00
5908,SBGO,medium_airport,"Santa Genoveva Airport",-16.631999969482422,-49.220699310302734,2450,SA,BR,BR-GO,Goiânia,1,SBGO,GYN,,,http://en.wikipedia.org/wiki/Santa_Genoveva_Airport,,825,2008-06-24T09:40:26+00:00
5961,SBPS,medium_airport,"Porto Seguro Airport",-16.438601,-39.080898,168,SA,BR,BR-BA,"Porto Seguro",1,SBPS,BPS,,,https://en.wikipedia.org/wiki/Porto_Seguro_Airport,,825,2018-09-16T04:07:34+00:00
5870,SBBI,medium_airport,"Bacacheri Airport",-25.4050998688,-49.23199844359999,3057,SA,BR,BR-PR,Curitiba,0,SBBI,BFH,,,http://en.wikipedia.org/wiki/Bacacheri_Airport,,250,2012-06-29T17:27:30+00:00
45646,SBJD,small_airport,"Comte. Rolim Adolfo Amaro–Jundiaí State Airport",-23.180369,-46.944408,2484,SA,BR,BR-SP,Jundiaí,0,SBJD,,,,https://en.wikipedia.org/wiki/Jundia%C3%AD_Airport,"Jundiaí Airport, QDV",0,2018-05-03T01:31:34+00:00
5970,SBSJ,medium_airport,"Professor Urbano Ernesto Stumpf Airport",-23.22920036315918,-45.86149978637695,2120,SA,BR,BR-SP,"São José Dos Campos",1,SBSJ,SJK,,,http://en.wikipedia.org/wiki/S%C3%A3o_Jos%C3%A9_dos_Campos_Regional_Airport,,1050,2008-06-24T09:40:26+00:00
5894,SBCY,medium_airport,"Marechal Rondon Airport",-15.6528997421,-56.1166992188,617,SA,BR,BR-MT,Cuiabá,1,SBCY,CGB,,http://www.infraero.gov.br/index.php/aeroportos/mato-grosso/aeroporto-internacional-marechal-rondon,http://en.wikipedia.org/wiki/Marechal_Rondon_International_Airport,,975,2014-02-02T11:55:25+00:00
5947,SBNF,medium_airport,"Ministro Victor Konder International Airport",-26.879999,-48.651402,18,SA,BR,BR-SC,Navegantes,1,SBNF,NVT,,,https://en.wikipedia.org/wiki/Navegantes_Airport,,825,2018-09-13T12:41:13+00:00
5945,SBMT,medium_airport,"Campo de Marte Airport",-23.5090999603,-46.6377983093,2368,SA,BR,BR-SP,"São Paulo",0,SBMT,,,,http://en.wikipedia.org/wiki/Campo_de_Marte_Airport,,250,2014-08-16T14:53:22+00:00
5893,SBCX,medium_airport,"Hugo Cantergiani Regional Airport",-29.197099685699996,-51.1875,2472,SA,BR,BR-RS,"Caxias Do Sul",1,SBCX,CXJ,,,http://en.wikipedia.org/wiki/Caxias_do_Sul_Airport,"Campo dos Bugres Airport, Caxias do Sul Airport",800,2014-02-02T11:43:50+00:00
5938,SBMG,medium_airport,"Regional de Maringá - Sílvio Nane Junior Airport",-23.479444503799996,-52.01222229,1788,SA,BR,BR-PR,Maringá,1,SBMG,MGF,,,http://en.wikipedia.org/wiki/Maring%C3%A1_Domestic_Airport,,800,2010-05-31T16:33:50+00:00
5975,SBSR,medium_airport,"Prof. Eribelto Manoel Reino State Airport",-20.816600799599996,-49.40650177,1784,SA,BR,BR-SP,"São José Do Rio Preto",1,SBSR,SJP,,,http://en.wikipedia.org/wiki/S%C3%A3o_Jos%C3%A9_do_Rio_Preto_Airport,"São José do Rio Preto Airport",800,2014-02-02T18:31:18+00:00
145,SDAI,small_airport,"Americana Airport",-22.755800247192383,-47.26940155029297,2085,SA,BR,BR-SP,Americana,0,SDAI,,SDAI,,,,50,2008-06-24T09:40:26+00:00
30340,SBJR,small_airport,"Jacarepaguá - Roberto Marinho Airport",-22.987499,-43.369999,10,SA,BR,BR-RJ,"Rio De Janeiro",0,SBJR,,,,http://en.wikipedia.org/wiki/Jacarepagu%C3%A1_Airport,,50,2016-09-24T20:10:33+00:00
5925,SBJV,medium_airport,"Lauro Carneiro de Loyola Airport",-26.22450065612793,-48.797401428222656,15,SA,BR,BR-SC,Joinville,1,SBJV,JOI,,,http://en.wikipedia.org/wiki/Joinville-Lauro_Carneiro_de_Loyola_Airport,,825,2008-06-24T09:40:26+00:00
5896,SBDN,medium_airport,"Presidente Prudente Airport",-22.1751003265,-51.4245986938,1477,SA,BR,BR-SP,"Presidente Prudente",1,SBDN,PPB,,http://www.daesp.sp.gov.br/aeroporto-detalhe/?id=879,http://en.wikipedia.org/wiki/Presidente_Prudente_Airport,,825,2014-02-02T12:23:24+00:00
5955,SBPJ,medium_airport,"Brigadeiro Lysias Rodrigues Airport",-10.291500091600001,-48.35699844359999,774,SA,BR,BR-TO,Palmas,1,SBPJ,PMW,,,http://en.wikipedia.org/wiki/Palmas_Airport,,800,2012-11-22T08:22:31+00:00
5995,SBUR,medium_airport,"Mário de Almeida Franco Airport",-19.764722824097,-47.966110229492,2655,SA,BR,BR-MG,Uberaba,1,SBUR,UBA,,,https://en.wikipedia.org/wiki/Uberaba_Airport,,800,2015-11-29T14:03:20+00:00
5942,SBMO,medium_airport,"Zumbi dos Palmares Airport",-9.510809898376465,-35.79169845581055,387,SA,BR,BR-AL,Maceió,1,SBMO,MCZ,,,http://en.wikipedia.org/wiki/Zumbi_dos_Palmares_International_Airport,,1050,2008-06-24T09:40:26+00:00
5923,SBJP,medium_airport,"Presidente Castro Pinto International Airport",-7.145833015440001,-34.9486122131,217,SA,BR,BR-PB,"João Pessoa",1,SBJP,JPA,,,http://en.wikipedia.org/wiki/Presidente_Castro_Pinto_International_Airport,,875,2014-02-01T10:30:38+00:00
5971,SBSL,medium_airport,"Marechal Cunha Machado International Airport",-2.585360050201416,-44.234100341796875,178,SA,BR,BR-MA,"São Luís",1,SBSL,SLZ,,,http://en.wikipedia.org/wiki/Marechal_Cunha_Machado_International_Airport,,875,2008-06-24T09:40:26+00:00
5874,SBBU,medium_airport,"Bauru Airport",-22.3449993134,-49.0537986755,2025,SA,BR,BR-SP,Bauru,1,SBBU,BAU,,,http://en.wikipedia.org/wiki/Bauru_Airport,,825,2014-02-01T20:14:50+00:00
5957,SBPL,medium_airport,"Senador Nilo Coelho Airport",-9.362409591674805,-40.56909942626953,1263,SA,BR,BR-PE,Petrolina,1,SBPL,PNZ,,,,,825,2008-06-24T09:40:26+00:00
5865,SBAU,medium_airport,"Araçatuba Airport",-21.1413002014,-50.4247016907,1361,SA,BR,BR-SP,Araçatuba,1,SBAU,ARU,,,http://en.wikipedia.org/wiki/Ara%C3%A7atuba_Airport,"Dario Guarita State Airport,",800,2014-02-01T16:45:52+00:00
5861,SBAQ,medium_airport,"Araraquara Airport",-21.812000274699997,-48.1329994202,2334,SA,BR,BR-SP,Araraquara,1,SBAQ,AQA,,,http://en.wikipedia.org/wiki/Araraquara_Airport,,800,2014-02-01T16:28:26+00:00
5878,SBCA,medium_airport,"Cascavel Airport",-25.0002994537,-53.500801086399996,2473,SA,BR,BR-PR,Cascavel,1,SBCA,CAC,,,http://en.wikipedia.org/wiki/Cascavel_Airport,"Adalberto Mendes da Silva Airport",800,2014-02-01T20:29:49+00:00
5884,SBCH,medium_airport,"Serafin Enoss Bertaso Airport",-27.134199142456,-52.656600952148,2146,SA,BR,BR-SC,Chapecó,1,SBCH,XAP,,,http://en.wikipedia.org/wiki/Chapec%C3%B3_Airport,"Chapecó Airport",800,2015-11-28T17:55:47+00:00
5940,SBML,medium_airport,"Frank Miloye Milenkowichi–Marília State Airport",-22.1968994141,-49.926399231,2122,SA,BR,BR-SP,Marília,1,SBML,MII,,,http://en.wikipedia.org/wiki/Mar%C3%ADlia_Airport,"Marília Airport",800,2015-11-28T23:28:16+00:00
151,SDBK,small_airport,"Botucatu - Tancredo de Almeida Neves Airport",-22.939501,-48.467999,3012,SA,BR,BR-SP,Botucatu,0,SDBK,QCJ,SDBK,,https://pt.wikipedia.org/wiki/Aeroporto_de_Botucatu,,50,2017-01-26T10:00:23+00:00
170,SDIO,small_airport,"Aeroclube de Itápolis Airport",-21.599721908569336,-48.83277893066406,1739,SA,BR,BR-SP,Itápolis,0,SDIO,,SDIO,,,,50,2009-08-16T13:33:51+00:00
489,SSPG,small_airport,"Paranaguá Airport",-25.54010009765625,-48.53120040893555,16,SA,BR,BR-PR,Paranaguá,0,SSPG,PNG,SSPG,,,,50,2008-06-24T09:40:26+00:00
517,SSZW,medium_airport,"Ponta Grossa Airport - Comandante Antonio Amilton Beraldo",-25.1847,-50.1441,2588,SA,BR,BR-PR,"Ponta Grossa",1,SSZW,PGZ,SSZW,,https://en.wikipedia.org/wiki/Ponta_Grossa_Airport,"Sant'ana Airport",50,2018-09-13T12:42:55+00:00
201,SDSC,small_airport,"São Carlos Airport",-21.87540054321289,-47.90370178222656,2649,SA,BR,BR-SP,"São Carlos",0,SDSC,QSC,SDSC,,,,50,2008-06-24T09:40:26+00:00
5917,SBIL,medium_airport,"Bahia - Jorge Amado Airport",-14.815999984741,-39.033199310303,15,SA,BR,BR-BA,Ilhéus,1,SBIL,IOS,,,https://en.wikipedia.org/wiki/Ilh%C3%A9us_Jorge_Amado_Airport,,875,2015-11-28T20:50:03+00:00
5982,SBTE,medium_airport,"Senador Petrônio Portela Airport",-5.0599398613,-42.8235015869,219,SA,BR,BR-PI,Teresina,1,SBTE,THE,,,,,875,2010-05-31T16:34:22+00:00
5993,SBUL,medium_airport,"Ten. Cel. Aviador César Bombonato Airport",-18.883612,-48.225277,3094,SA,BR,BR-MG,Uberlândia,1,SBUL,UDI,,,https://en.wikipedia.org/wiki/Uberlândia_Airport,,800,2018-09-16T04:10:40+00:00
156,SDCO,small_airport,"Sorocaba Airport",-23.478001,-47.490002,2077,SA,BR,BR-SP,Sorocaba,1,SDCO,SOD,SDCO,,https://en.wikipedia.org/wiki/Sorocaba_Airport,,450,2018-09-13T12:45:05+00:00
5862,SBAR,medium_airport,"Santa Maria Airport",-10.984000206,-37.0703010559,23,SA,BR,BR-SE,Aracaju,1,SBAR,AJU,,,,,275,2014-02-01T16:33:26+00:00
5956,SBPK,medium_airport,"João Simões Lopes Neto International Airport",-31.718399,-52.327702,59,SA,BR,BR-RS,Pelotas,1,SBPK,PET,,,https://en.wikipedia.org/wiki/Pelotas_International_Airport,"Pelotas Airport",275,2018-09-13T12:48:00+00:00
5873,SBBT,medium_airport,"Chafei Amsei Airport",-20.584499359131,-48.594100952148,1898,SA,BR,BR-SP,Barretos,0,SNBA,BAT,SNBA,,https://en.wikipedia.org/wiki/Barretos_Airport,SBBT,250,2015-12-11T09:22:34+00:00
5887,SBCM,medium_airport,"Diomício Freitas Airport",-28.7244434357,-49.4213905334,93,SA,BR,BR-SC,Criciúma,1,SBCM,CCM,,,http://en.wikipedia.org/wiki/Diom%C3%ADcio_Freitas_Airport,"Forquilhinha - Criciúma Airport",250,2014-02-01T22:18:57+00:00
5913,SBGW,medium_airport,"Guaratinguetá Airport",-22.79159927368164,-45.20479965209961,1761,SA,BR,BR-SP,Guaratinguetá,0,SBGW,GUJ,,,,,250,2008-06-24T09:40:26+00:00
144,SDAG,small_airport,"Angra dos Reis Airport",-22.975299835205078,-44.307098388671875,10,SA,BR,BR-RJ,"Angra Dos Reis",0,SDAG,,SDAG,,,,50,2008-06-24T09:40:26+00:00
35737,SDTB,small_airport,"Atibaia Airport",-23.127777099609375,-46.57472229003906,2592,SA,BR,BR-SP,Atibaia,0,SDTB,,,,,,50,2008-06-24T09:40:26+00:00
5960,SBPR,small_airport,"Carlos Prates Airport",-19.909299850464,-43.990699768066,3044,SA,BR,BR-MG,"Belo Horizonte",0,SBPR,,,,https://en.wikipedia.org/wiki/Carlos_Prates_Airport,,50,2015-11-29T00:59:42+00:00
300,SNDV,small_airport,"Brigadeiro Cabral Airport",-20.180700302124,-44.870899200439,2608,SA,BR,BR-MG,Divinópolis,0,SNDV,DIQ,SNDV,,https://pt.wikipedia.org/wiki/Aeroporto_de_Divin%C3%B3polis,,50,2015-12-09T22:49:04+00:00
447,SSDO,small_airport,"Dourados Airport",-22.2019,-54.926601,1503,SA,BR,BR-MS,Dourados,1,SBDO,DOU,SBDO,,http://en.wikipedia.org/wiki/Dourados_Airport,SSDO,50,2016-11-05T11:06:46+00:00
231,SIMK,small_airport,"Tenente Lund Pressoto Airport",-20.592199,-47.3829,3292,SA,BR,BR-SP,Franca,0,SIMK,FRC,SIMK,http://www.daesp.sp.gov.br/aeroporto-detalhe/?id=859,https://en.wikipedia.org/wiki/Franca_Airport,SBFC,50,2018-09-30T08:42:49+00:00
35568,SDIM,small_airport,"Itanhaém Airport",-24.164722442626953,-46.78555679321289,13,SA,BR,BR-SP,Itanhaém,0,SDIM,,,,,,50,2008-06-24T09:40:26+00:00
30240,SDTK,small_airport,"Parati Airport",-23.2243995667,-44.720298767100005,10,SA,BR,BR-RJ,Parati,0,SDTK,,,,,,50,2010-06-01T15:21:16+00:00
197,SDPW,small_airport,"Piracicaba Airport",-22.71150016784668,-47.61819839477539,1887,SA,BR,BR-SP,Piracicaba,0,SDPW,QHB,SDPW,,,,50,2008-06-24T09:40:26+00:00
575,SWRD,small_airport,"Maestro Marinho Franco Airport",-16.586,-54.7248,1467,SA,BR,BR-MT,Rondonópolis,1,SBRD,ROO,SBRD,,https://en.wikipedia.org/wiki/Rondon%C3%B3polis_Airport,"SBRD, Rondonópolis Airport",50,2016-11-05T10:06:55+00:00
206,SDUB,small_airport,"Ubatuba Airport",-23.441099166870117,-45.075599670410156,13,SA,BR,BR-SP,Ubatuba,0,SDUB,UBT,SDUB,,,,50,2008-06-24T09:40:26+00:00
5875,SBBV,medium_airport,"Atlas Brasil Cantanhede Airport",2.84138894081,-60.6922225952,276,SA,BR,BR-RR,"Boa Vista",1,SBBV,BVB,,,http://en.wikipedia.org/wiki/Boa_Vista_International_Airport,"Boa Vista International Airport",1050,2014-02-01T20:20:31+00:00
5964,SBRB,medium_airport,"Plácido de Castro Airport",-9.868888854980469,-67.89805603027344,633,SA,BR,BR-AC,"Rio Branco",1,SBRB,RBR,,,,,975,2009-08-16T13:33:50+00:00
5902,SBFN,medium_airport,"Fernando de Noronha Airport",-3.85493,-32.423302,193,SA,BR,BR-PE,"Fernando De Noronha",1,SBFN,FEN,,,https://en.wikipedia.org/wiki/Fernando_de_Noronha_Airport,,875,2018-09-16T04:13:34+00:00
5943,SBMQ,medium_airport,"Alberto Alcolumbre Airport",0.0506640002131,-51.0722007751,56,SA,BR,BR-AP,Macapá,1,SBMQ,MCP,,,http://en.wikipedia.org/wiki/Macap%C3%A1_International_Airport,,875,2014-02-01T11:37:37+00:00
5972,SBSM,medium_airport,"Santa Maria Airport",-29.711399,-53.688202,287,SA,BR,BR-RS,"Santa Maria",1,SBSM,RIA,,,https://en.wikipedia.org/wiki/Santa_Maria_Airport_(Rio_Grande_do_Sul),,875,2018-09-13T12:51:04+00:00
5963,SBQV,medium_airport,"Vitória da Conquista Airport",-14.8627996445,-40.8630981445,3002,SA,BR,BR-BA,"Vitória Da Conquista",1,SBQV,VDC,,,,,825,2010-06-01T16:28:29+00:00
5922,SBJF,medium_airport,"Francisco de Assis Airport",-21.791500091552734,-43.38679885864258,2989,SA,BR,BR-MG,"Juiz De Fora",1,SBJF,JDF,,,,,800,2008-06-24T09:40:26+00:00
5939,SBMK,medium_airport,"Mário Ribeiro Airport",-16.706899642899998,-43.818901062,2191,SA,BR,BR-MG,"Montes Claros",1,SBMK,MOC,,,http://en.wikipedia.org/wiki/Montes_Claros_Airport,"Montes Claros Airport",800,2014-02-01T11:17:04+00:00
6000,SBYS,medium_airport,"Campo Fontenelle Airport",-21.984600067138672,-47.334800720214844,1968,SA,BR,BR-SP,Pirassununga,0,SBYS,QPS,,,,,325,2008-06-24T09:40:26+00:00
5864,SBAT,medium_airport,"Piloto Osvaldo Marques Dias Airport",-9.8663892746,-56.1049995422,948,SA,BR,BR-MT,"Alta Floresta",1,SBAT,AFL,,,https://en.wikipedia.org/wiki/Alta_Floresta_Airport,,275,2015-11-28T16:51:16+00:00
5932,SBLP,medium_airport,"Bom Jesus da Lapa Airport",-13.2621002197,-43.4081001282,1454,SA,BR,BR-BA,"Bom Jesus Da Lapa",0,SBLP,LAZ,,,http://en.wikipedia.org/wiki/Bom_Jesus_da_Lapa_Airport,,250,2014-02-01T10:52:38+00:00
5929,SBLJ,medium_airport,"Lages Airport",-27.782100677499997,-50.28150177,3065,SA,BR,BR-SC,Lages,0,SBLJ,LAJ,,,http://en.wikipedia.org/wiki/Lages_Airport,"Antônio Correia Pinto de Macedo Airport, Guarujá Federal Airport",250,2014-02-01T10:45:26+00:00
5930,SBLN,medium_airport,"Lins Airport",-21.663999557495,-49.730499267578,1559,SA,BR,BR-SP,Lins,0,SWXQ,LIP,SWXQ,,https://pt.wikipedia.org/wiki/Aeroporto_de_Lins,SBLN,250,2015-12-10T15:48:24+00:00
5953,SBPC,medium_airport,"Poços de Caldas - Embaixador Walther Moreira Salles Airport",-21.843000411987,-46.567901611328,4135,SA,BR,BR-MG,"Poços De Caldas",0,SBPC,POO,,,https://pt.wikipedia.org/wiki/Aeroporto_de_Po%C3%A7os_de_Caldas,,250,2016-01-08T12:55:02+00:00
5996,SBVG,medium_airport,"Major Brigadeiro Trompowsky Airport",-21.5900993347,-45.4733009338,3025,SA,BR,BR-MG,Varginha,0,SBVG,VAG,,,https://en.wikipedia.org/wiki/Varginha_Airport,"Varginha Airport",250,2015-11-29T14:10:55+00:00
141,SDAA,small_airport,"Araras Airport",-22.339099884033203,-47.35929870605469,2247,SA,BR,BR-SP,Araras,0,SDAA,,SDAA,,,,50,2008-06-24T09:40:26+00:00
283,SNBR,small_airport,"Barreiras Airport",-12.078900337219238,-45.00899887084961,2447,SA,BR,BR-BA,Barreiras,0,SNBR,BRA,SNBR,,,,50,2008-06-24T09:40:26+00:00
37401,SSBG,small_airport,"Aeroclube de Bento Gonçalves Airport",-29.1483325958,-51.5363883972,2209,SA,BR,BR-RS,"Bento Gonçalves",0,SSBG,BGV,,,,,50,2012-07-01T14:48:49+00:00
37072,SNEJ,small_airport,"Monte Verde Airport",-22.859722137451172,-46.037498474121094,5102,SA,BR,BR-MG,Camanducaia,0,SNEJ,,,,,,50,2008-06-24T09:40:26+00:00
442,SSCN,small_airport,"Canela Airport",-29.37019920349121,-50.832000732421875,2723,SA,BR,BR-RS,Canela,0,SSCN,QCN,SSCN,,,,50,2008-06-24T09:40:26+00:00
154,SDCD,small_airport,"Catanduva Airport",-21.149200439453125,-48.98870086669922,1841,SA,BR,BR-SP,Catanduva,0,SDCD,,SDCD,,,,50,2008-06-24T09:40:26+00:00
550,SWJW,small_airport,"Jataí Airport",-17.8299007416,-51.7729988098,2529,SA,BR,BR-GO,Jataí,0,SWJW,JTI,SWJW,,http://pt.wikipedia.org/wiki/Aeroporto_de_Jata%C3%AD,,50,2014-12-06T12:15:11+00:00
30141,SDMH,small_airport,"Mirassol Airport",-20.807199478149414,-49.48609924316406,1916,SA,BR,BR-SP,Mirassol,0,SDMH,0,,,,,50,2008-06-24T09:40:26+00:00
35661,SDOR,small_airport,"Fazenda Mosquito Airport",-20.747222900390625,-47.88972091674805,2415,SA,BR,BR-SP,Orlândia,0,SDOR,,,,,,50,2008-06-24T09:40:26+00:00
367,SNPA,small_airport,"Pará de Minas Airport",-19.842599868774414,-44.601200103759766,2598,SA,BR,BR-MG,"Pará De Minas",0,SNPA,,SNPA,,,,50,2008-06-24T09:40:26+00:00
42738,SBTV,small_airport,"Terravista Airport",-16.54083251953125,-39.1077766418457,174,SA,BR,BR-BA,"Porto Seguro",0,SBTV,,,,,,50,2008-12-19T19:32:30+00:00
425,SNZA,small_airport,"Pouso Alegre Airport",-22.289199829101562,-45.91910171508789,2904,SA,BR,BR-MG,"Pouso Alegre",0,SNZA,PPY,SNZA,,,,50,2008-06-24T09:40:26+00:00
38033,SWPY,small_airport,"Primavera do Leste Airport",-15.565555572509766,-54.33777618408203,2149,SA,BR,BR-MT,"Primavera Do Leste",0,SWPY,,,,,,50,2008-06-24T09:40:26+00:00
30338,SDRK,small_airport,"Rio Claro Airport",-22.430104,-47.562113,1991,SA,BR,BR-SP,"Rio Claro",0,SDRK,QIQ,,http://www.aeroclubederioclaro.com.br/,,,50,2015-01-22T15:00:16+00:00
558,SWLC,small_airport,"General Leite de Castro Airport",-17.8347225189209,-50.956111907958984,2464,SA,BR,BR-GO,"Rio Verde",0,SWLC,RVD,SWLC,,,,50,2009-08-16T13:34:40+00:00
580,SWSI,small_airport,"Presidente João Batista Figueiredo Airport",-11.885000228881836,-55.58610916137695,1227,SA,BR,BR-MT,Sinop,0,SWSI,OPS,SWSI,,,,50,2009-08-16T13:34:42+00:00
