Time,CPU (%),RAM (%),TCP Out (MB)
2019.6630555555555,0.23,12.7,0
2019.6630574581432,0.1,12.7,0
2019.6630593607306,0.1,12.7,0
2019.663061263318,0.34,12.68,0
2019.6630631659057,0.71,12.7,0
2019.663065068493,0.08,12.69,0
2019.6630669710808,0.09,12.69,0
2019.6630688736682,2.03,12.7,0
2019.6630707762556,0.34,12.7,0
2019.6630726788433,0.3,12.7,0
2019.6630745814307,0.14,12.7,0
2019.6630764840183,0.11,12.7,0
2019.6630783866058,0.08,12.7,0
2019.6630802891932,0.16,12.7,0
2019.6630821917809,0.27,12.71,0
2019.6630840943683,0.1,12.7,0
2019.663085996956,0.11,12.7,0
2019.6630878995434,0.14,12.69,0
2019.6630898021308,1.42,12.7,0
2019.6630917047185,0.24,12.71,0
2019.6630936073059,0.08,12.7,0
2019.6630955098935,0.09,12.7,0
2019.663097412481,0.13,12.7,0
2019.6630993150684,2.42,12.71,0
2019.663101217656,0.1,12.7,0
2019.6631031202435,1.65,12.71,0
2019.6631050228311,0.11,12.7,0
2019.6631069254186,0.09,12.7,0
2019.663108828006,0.23,12.69,0
2019.6631107305936,0.07,12.69,0
2019.663112633181,0.31,12.71,0
2019.6631145357687,0.15,12.71,0
2019.6631164383562,0.49,12.71,0
2019.6631183409436,0.27,12.66,0
2019.6631202435312,0.09,12.65,0
2019.6631221461187,0.25,12.68,0
2019.6631240487063,0.08,12.69,0
2019.6631259512938,0.12,12.69,0
2019.6631278538812,0.35,12.69,0
2019.6631297564688,0.82,12.69,0
2019.6631316590563,0.32,12.69,0
2019.663133561644,0.11,12.69,0
2019.6631354642313,0.11,12.69,0
2019.6631373668188,0.29,12.69,0
2019.6631392694064,0.11,12.69,0
2019.6631411719939,0.22,12.7,0
2019.6631430745815,0.16,12.69,0
2019.663144977169,0.46,12.69,0
2019.6631468797564,0.35,12.69,0
2019.663148782344,0.13,12.69,0
2019.6631506849315,0.45,12.69,0
2019.663152587519,0.1,12.68,0
2019.6631544901065,0.1,12.68,0
2019.663156392694,0.22,12.66,0
2019.6631582952816,0.85,12.66,0
2019.663160197869,0.33,12.67,0
2019.6631621004567,0.15,12.68,0
2019.6631640030441,0.13,12.68,0
2019.6631659056316,0.25,12.69,0
2019.6631678082192,0.1,12.69,0
2019.6631697108066,0.29,12.7,0
2019.6631716133943,0.17,12.68,0
2019.6631735159817,0.09,12.67,0
2019.6631754185692,0.38,12.64,0
2019.6631773211568,0.1,12.65,0
2019.6631792237442,0.12,12.65,0
2019.663181126332,0.3,12.68,0
2019.6631830289193,0.2,12.67,0
2019.6631849315067,0.43,12.67,0
2019.6631868340944,0.16,12.68,0
2019.6631887366818,0.11,12.68,0
2019.6631906392695,0.37,12.69,0
2019.663192541857,0.12,12.68,0
2019.6631944444443,0.37,12.68,0
2019.663196347032,0.1,12.69,0
2019.6631982496194,0.18,12.69,0
2019.663200152207,0.67,12.69,0
2019.6632020547945,0.2,12.7,0
2019.663203957382,0.19,12.69,0.01
2019.6632058599696,0.17,12.69,0
2019.663207762557,0.14,12.69,0
2019.6632096651447,0.23,12.69,0
2019.663211567732,0.13,12.67,0
2019.6632134703195,0.27,12.69,0
2019.6632153729072,0.12,12.69,0
2019.6632172754946,0.12,12.7,0
2019.6632191780823,1.96,12.71,0
2019.6632210806697,0.09,12.69,0
2019.6632229832571,0.26,12.69,0
2019.6632248858448,0.13,12.69,0
2019.6632267884322,0.1,12.69,0
2019.6632286910199,0.24,12.69,0
2019.6632305936073,0.11,12.69,0
2019.6632324961947,1.83,12.69,0
2019.6632343987824,0.13,12.69,0
2019.6632363013698,0.12,12.69,0
2019.6632382039575,0.32,12.7,0
2019.663240106545,0.14,12.69,0
2019.6632420091323,0.35,12.7,0
2019.66324391172,0.12,12.7,0
2019.6632458143074,0.08,12.7,0
2019.663247716895,0.1,12.7,0
2019.6632496194825,0.35,12.68,0
2019.66325152207,0.23,12.65,0
2019.6632534246576,0.09,12.65,0
2019.663255327245,0.13,12.65,0
2019.6632572298327,0.1,12.65,0
2019.66325913242,0.54,12.71,0
2019.6632610350075,0.26,12.67,0
2019.6632629375952,0.17,12.66,0
2019.6632648401826,0.11,12.66,0
2019.6632667427702,0.82,12.66,0
2019.6632686453577,0.29,12.69,0
2019.663270547945,0.3,12.67,0
2019.6632724505328,0.1,12.67,0
2019.6632743531202,0.18,12.68,0
2019.6632762557078,0.12,12.68,0
2019.6632781582953,0.33,12.7,0
2019.6632800608827,0.31,12.7,0
2019.6632819634704,0.15,12.7,0
2019.6632838660578,0.14,12.7,0
2019.6632857686454,0.13,12.7,0
2019.6632876712329,0.27,12.7,0
2019.6632895738203,0.27,12.68,0
2019.663291476408,0.16,12.68,0
2019.6632933789954,0.08,12.68,0
2019.663295281583,0.1,12.68,0
2019.6632971841705,0.25,12.69,0
2019.663299086758,0.31,12.69,0
2019.6633009893455,0.11,12.69,0
2019.663302891933,0.16,12.69,0
2019.6633047945206,0.19,12.69,0
2019.663306697108,0.27,12.7,0
2019.6633085996955,0.38,12.67,0
2019.6633105022831,0.15,12.67,0
2019.6633124048706,0.13,12.67,0
2019.6633143074582,2.34,12.67,0
2019.6633162100457,0.27,12.68,0
2019.663318112633,0.6,12.69,0
2019.6633200152207,0.09,12.68,0
2019.6633219178082,0.33,12.68,0
2019.6633238203958,0.14,12.68,0
2019.6633257229832,0.13,12.68,0
2019.6633276255707,0.55,12.7,0
2019.6633295281583,0.12,12.69,0
2019.6633314307458,0.15,12.69,0
2019.6633333333334,0.13,12.68,0
2019.6633352359208,0.12,12.68,0
2019.6633371385083,0.36,12.72,0
2019.663339041096,0.2,12.7,0
2019.6633409436834,0.23,12.7,0
