COD_UF,SG_UF,NM_UF,NM_MICRO,NM_MESO,TP_MUNICIPIO,CD_MUNICIPIO,NM_MUNICIPIO,LONG,LAT,ALT
27,AL,ALAGOAS,ARAPIRACA,AGRESTE ALAGOANO,URBANO,2702009,COITÉ DO NÓIA,-365796842,-9638487271,224261643
27,AL,ALAGOAS,MATA ALAGOANA,LESTE ALAGOANO,URBANO,2702108,COLÔNIA LEOPOLDINA,-3571978086,-891268827,141038328
27,AL,ALAGOAS,MACEIÓ,LESTE ALAGOANO,URBANO,2702207,COQUEIRO SECO,-35795363,-9637554271,39658029
27,AL,ALAGOAS,SÃO MIGUEL DOS CAMPOS,LESTE ALAGOANO,URBANO,2702306,CORURIPE,-3617607831,-1012654725,12209416
27,AL,ALAGOAS,ARAPIRACA,AGRESTE ALAGOANO,URBANO,2702355,CRAÍBAS,-367723914,-9619933797,239542134
27,AL,ALAGOAS,ALAGOANA DO SERTÃO DO SÃO FRANCISCO,SERTÃO ALAGOANO,URBANO,2702405,DELMIRO GOUVEIA,-3799923349,-9384574447,255919235
27,AL,ALAGOAS,SANTANA DO IPANEMA,SERTÃO ALAGOANO,URBANO,2702504,DOIS RIACHOS,-3708984965,-9385670812,228476863
27,AL,ALAGOAS,PALMEIRA DOS ÍNDIOS,AGRESTE ALAGOANO,URBANO,2702553,ESTRELA DE ALAGOAS,-3675833311,-9387405307,314887513
27,AL,ALAGOAS,ARAPIRACA,AGRESTE ALAGOANO,URBANO,2702603,FEIRA GRANDE,-366776855,-9900437199,218402492
27,AL,ALAGOAS,PENEDO,LESTE ALAGOANO,URBANO,2702702,FELIZ DESERTO,-3630718752,-1029238062,10562835
27,AL,ALAGOAS,MATA ALAGOANA,LESTE ALAGOANO,URBANO,2702801,FLEXEIRAS,-3572437164,-927323546,79750224
27,AL,ALAGOAS,ARAPIRACA,AGRESTE ALAGOANO,URBANO,2702900,GIRAU DO PONCIANO,-368303139,-9887364152,237671323
27,AL,ALAGOAS,SERRANA DOS QUILOMBOS,LESTE ALAGOANO,URBANO,2703007,IBATEGUARA,-3593118446,-8976985218,500413694
27,AL,ALAGOAS,PALMEIRA DOS ÍNDIOS,AGRESTE ALAGOANO,URBANO,2703106,IGACI,-3662815972,-9533688659,236345433
27,AL,ALAGOAS,PENEDO,LESTE ALAGOANO,URBANO,2703205,IGREJA NOVA,-3665334501,-1012929884,1381683
27,AL,ALAGOAS,SERRANA DO SERTÃO ALAGOANO,SERTÃO ALAGOANO,URBANO,2703304,INHAPI,-3775263652,-9223898773,393412616
27,AL,ALAGOAS,BATALHA,SERTÃO ALAGOANO,URBANO,2703403,JACARÉ DOS HOMENS,-3720783341,-9636658828,144251434
27,AL,ALAGOAS,MATA ALAGOANA,LESTE ALAGOANO,URBANO,2703502,JACUÍPE,-3546099751,-8840300508,93402702
27,AL,ALAGOAS,LITORAL NORTE ALAGOANO,LESTE ALAGOANO,URBANO,2703601,JAPARATINGA,-3525865835,-9088974354,17555628
27,AL,ALAGOAS,BATALHA,SERTÃO ALAGOANO,URBANO,2703700,JARAMATAIA,-3700359591,-9658351939,16910716
27,AL,ALAGOAS,SÃO MIGUEL DOS CAMPOS,LESTE ALAGOANO,URBANO,2703759,JEQUIÁ DA PRAIA,-3602733404,-1000959189,45120325
27,AL,ALAGOAS,MATA ALAGOANA,LESTE ALAGOANO,URBANO,2703809,JOAQUIM GOMES,-3574903026,-9135979146,98490674
27,AL,ALAGOAS,MATA ALAGOANA,LESTE ALAGOANO,URBANO,2703908,JUNDIÁ,-355555973,-8938876754,102926449
27,AL,ALAGOAS,SÃO MIGUEL DOS CAMPOS,LESTE ALAGOANO,URBANO,2704005,JUNQUEIRO,-3647152182,-993161039,169918495
27,AL,ALAGOAS,ARAPIRACA,AGRESTE ALAGOANO,URBANO,2704104,LAGOA DA CANOA,-3673578926,-9830875657,279380589
27,AL,ALAGOAS,ARAPIRACA,AGRESTE ALAGOANO,URBANO,2704203,LIMOEIRO DE ANADIA,-3650389709,-9738613168,141112646
27,AL,ALAGOAS,MACEIÓ,LESTE ALAGOANO,URBANO,2704302,MACEIÓ,-3570162991,-9660822152,11017791
27,AL,ALAGOAS,BATALHA,SERTÃO ALAGOANO,URBANO,2704401,MAJOR ISIDORO,-3698479961,-9526644068,189759043
27,AL,ALAGOAS,LITORAL NORTE ALAGOANO,LESTE ALAGOANO,URBANO,2704500,MARAGOGI,-3522301541,-9015456486,7936819
27,AL,ALAGOAS,SANTANA DO IPANEMA,SERTÃO ALAGOANO,URBANO,2704609,MARAVILHA,-3735663542,-9233997063,366391084
27,AL,ALAGOAS,MACEIÓ,LESTE ALAGOANO,URBANO,2704708,MARECHAL DEODORO,-358930687,-9739155702,6707611
27,AL,ALAGOAS,PALMEIRA DOS ÍNDIOS,AGRESTE ALAGOANO,URBANO,2704807,MARIBONDO,-363066029,-9577249956,16222356
27,AL,ALAGOAS,PALMEIRA DOS ÍNDIOS,AGRESTE ALAGOANO,URBANO,2704906,MAR VERMELHO,-3638504002,-9447772643,550311133
27,AL,ALAGOAS,SERRANA DO SERTÃO ALAGOANO,SERTÃO ALAGOANO,URBANO,2705002,MATA GRANDE,-3772522406,-9114806258,686194338
27,AL,ALAGOAS,MATA ALAGOANA,LESTE ALAGOANO,URBANO,2705101,MATRIZ DE CAMARAGIBE,-3553355483,-9158525825,19251209
27,AL,ALAGOAS,MATA ALAGOANA,LESTE ALAGOANO,URBANO,2705200,MESSIAS,-358403783,-9391812225,148321612
27,AL,ALAGOAS,PALMEIRA DOS ÍNDIOS,AGRESTE ALAGOANO,URBANO,2705309,MINADOR DO NEGRÃO,-3686491577,-9303683261,283780519
27,AL,ALAGOAS,BATALHA,SERTÃO ALAGOANO,URBANO,2705408,MONTEIRÓPOLIS,-372452721,-9602327539,218272892
27,AL,ALAGOAS,MATA ALAGOANA,LESTE ALAGOANO,URBANO,2705507,MURICI,-3594755559,-9316301144,84048233
27,AL,ALAGOAS,MATA ALAGOANA,LESTE ALAGOANO,URBANO,2705606,NOVO LINO,-3566096372,-8943158808,168487534
27,AL,ALAGOAS,BATALHA,SERTÃO ALAGOANO,URBANO,2705705,OLHO D'ÁGUA DAS FLORES,-3729789079,-9533601275,276890717
27,AL,ALAGOAS,ALAGOANA DO SERTÃO DO SÃO FRANCISCO,SERTÃO ALAGOANO,URBANO,2705804,OLHO D'ÁGUA DO CASADO,-3783624282,-9501446265,234595412
27,AL,ALAGOAS,TRAIPU,AGRESTE ALAGOANO,URBANO,2705903,OLHO D'ÁGUA GRANDE,-3680674597,-1005849496,134461
27,AL,ALAGOAS,BATALHA,SERTÃO ALAGOANO,URBANO,2706000,OLIVENÇA,-3719081872,-9519456483,213275265
27,AL,ALAGOAS,SANTANA DO IPANEMA,SERTÃO ALAGOANO,URBANO,2706109,OURO BRANCO,-3735444373,-9163415364,381567123
27,AL,ALAGOAS,SANTANA DO IPANEMA,SERTÃO ALAGOANO,URBANO,2706208,PALESTINA,-3733113645,-9673097186,164347453
27,AL,ALAGOAS,PALMEIRA DOS ÍNDIOS,AGRESTE ALAGOANO,URBANO,2706307,PALMEIRA DOS ÍNDIOS,-366309841,-9406158798,332356406
27,AL,ALAGOAS,SANTANA DO IPANEMA,SERTÃO ALAGOANO,URBANO,2706406,PÃO DE AÇÚCAR,-3743513886,-974704185,21075373
27,AL,ALAGOAS,SERRANA DO SERTÃO ALAGOANO,SERTÃO ALAGOANO,URBANO,2706422,PARICONHA,-3800982607,-9257884385,358610641
27,AL,ALAGOAS,MACEIÓ,LESTE ALAGOANO,URBANO,2706448,PARIPUEIRA,-3555910518,-9466313478,26771311
27,AL,ALAGOAS,LITORAL NORTE ALAGOANO,LESTE ALAGOANO,URBANO,2706505,PASSO DE CAMARAGIBE,-3549127526,-9244846658,4639631
27,AL,ALAGOAS,PALMEIRA DOS ÍNDIOS,AGRESTE ALAGOANO,URBANO,2706604,PAULO JACINTO,-3637274209,-9373364382,293597987
27,AL,ALAGOAS,PENEDO,LESTE ALAGOANO,URBANO,2706703,PENEDO,-3658046021,-102961103,6143778
27,AL,ALAGOAS,PENEDO,LESTE ALAGOANO,URBANO,2706802,PIAÇABUÇU,-3643435201,-1040736243,6181202
27,AL,ALAGOAS,MACEIÓ,LESTE ALAGOANO,URBANO,2706901,PILAR,-3594851752,-9606894293,34308299
27,AL,ALAGOAS,SERRANA DOS QUILOMBOS,LESTE ALAGOANO,URBANO,2707008,PINDOBA,-3628654064,-94762108,29743793
27,AL,ALAGOAS,ALAGOANA DO SERTÃO DO SÃO FRANCISCO,SERTÃO ALAGOANO,URBANO,2707107,PIRANHAS,-3775039291,-96235592,37051642
27,AL,ALAGOAS,SANTANA DO IPANEMA,SERTÃO ALAGOANO,URBANO,2707206,POÇO DAS TRINCHEIRAS,-3727929805,-9302913655,289442715
27,AL,ALAGOAS,MATA ALAGOANA,LESTE ALAGOANO,URBANO,2707305,PORTO CALVO,-3539833446,-9052448314,55555465
27,AL,ALAGOAS,LITORAL NORTE ALAGOANO,LESTE ALAGOANO,URBANO,2707404,PORTO DE PEDRAS,-3529701522,-9156086163,3270179
27,AL,ALAGOAS,PENEDO,LESTE ALAGOANO,URBANO,2707503,PORTO REAL DO COLÉGIO,-3682462929,-1017373256,23131918
27,AL,ALAGOAS,PALMEIRA DOS ÍNDIOS,AGRESTE ALAGOANO,URBANO,2707602,QUEBRANGULO,-3647722208,-9323547055,371218844
27,AL,ALAGOAS,MACEIÓ,LESTE ALAGOANO,URBANO,2707701,RIO LARGO,-3585242231,-9486157608,47640877
27,AL,ALAGOAS,SÃO MIGUEL DOS CAMPOS,LESTE ALAGOANO,URBANO,2707800,ROTEIRO,-3598121022,-983218949,31651255
27,AL,ALAGOAS,MACEIÓ,LESTE ALAGOANO,URBANO,2707909,SANTA LUZIA DO NORTE,-3582348777,-9596767742,23330308
27,AL,ALAGOAS,SANTANA DO IPANEMA,SERTÃO ALAGOANO,URBANO,2708006,SANTANA DO IPANEMA,-3724540702,-9372284363,248302931
27,AL,ALAGOAS,SERRANA DOS QUILOMBOS,LESTE ALAGOANO,URBANO,2708105,SANTANA DO MUNDAÚ,-3622523412,-9165033221,253384695
27,AL,ALAGOAS,TRAIPU,AGRESTE ALAGOANO,URBANO,2708204,SÃO BRÁS,-3689894866,-1012031,15604926
27,AL,ALAGOAS,SERRANA DOS QUILOMBOS,LESTE ALAGOANO,URBANO,2708303,SÃO JOSÉ DA LAJE,-3605738773,-9011065882,26071498
27,AL,ALAGOAS,SANTANA DO IPANEMA,SERTÃO ALAGOANO,URBANO,2708402,SÃO JOSÉ DA TAPERA,-3738370777,-954939574,260499657
27,AL,ALAGOAS,MATA ALAGOANA,LESTE ALAGOANO,URBANO,2708501,SÃO LUÍS DO QUITUNDE,-3556549084,-9314117369,67585919
27,AL,ALAGOAS,SÃO MIGUEL DOS CAMPOS,LESTE ALAGOANO,URBANO,2708600,SÃO MIGUEL DOS CAMPOS,-3609426427,-9779934576,12431352
27,AL,ALAGOAS,LITORAL NORTE ALAGOANO,LESTE ALAGOANO,URBANO,2708709,SÃO MIGUEL DOS MILAGRES,-3536911933,-9267186295,12581842
27,AL,ALAGOAS,ARAPIRACA,AGRESTE ALAGOANO,URBANO,2708808,SÃO SEBASTIÃO,-365510919,-9931657389,220435182
27,AL,ALAGOAS,MACEIÓ,LESTE ALAGOANO,URBANO,2708907,SATUBA,-3582854023,-9569427868,44294633
27,AL,ALAGOAS,SANTANA DO IPANEMA,SERTÃO ALAGOANO,URBANO,2708956,SENADOR RUI PALMEIRA,-3745364625,-9463391449,241971437
27,AL,ALAGOAS,PALMEIRA DOS ÍNDIOS,AGRESTE ALAGOANO,URBANO,2709004,TANQUE D'ARCA,-364367416,-9531962442,217568645
27,AL,ALAGOAS,ARAPIRACA,AGRESTE ALAGOANO,URBANO,2709103,TAQUARANA,-3649676769,-9642320105,249188372
27,AL,ALAGOAS,SÃO MIGUEL DOS CAMPOS,LESTE ALAGOANO,URBANO,2709152,TEOTÔNIO VILELA,-3635556314,-9907497883,159001345
27,AL,ALAGOAS,TRAIPU,AGRESTE ALAGOANO,URBANO,2709202,TRAIPU,-3700600567,-9971059382,11406014
27,AL,ALAGOAS,SERRANA DOS QUILOMBOS,LESTE ALAGOANO,URBANO,2709301,UNIÃO DOS PALMARES,-3603314284,-9159524117,154266769
27,AL,ALAGOAS,SERRANA DOS QUILOMBOS,LESTE ALAGOANO,URBANO,2709400,VIÇOSA,-362483932,-9377054354,248606622
28,SE,SERGIPE,PROPRIÁ,LESTE SERGIPANO,URBANO,2800100,AMPARO DE SÃO FRANCISCO,-3692748369,-1013397103,23405572
28,SE,SERGIPE,NOSSA SENHORA DAS DORES,AGRESTE SERGIPANO,URBANO,2800209,AQUIDABÃ,-3702218086,-1029251809,220409765
28,SE,SERGIPE,ARACAJU,LESTE SERGIPANO,URBANO,2800308,ARACAJU,-3704821264,-109072158,4288342
28,SE,SERGIPE,BOQUIM,LESTE SERGIPANO,URBANO,2800407,ARAUÁ,-3761233743,-1126450478,112324637
28,SE,SERGIPE,AGRESTE DE ITABAIANA,AGRESTE SERGIPANO,URBANO,2800506,AREIA BRANCA,-373133626,-1075819225,176626513
28,SE,SERGIPE,ARACAJU,LESTE SERGIPANO,URBANO,2800605,BARRA DOS COQUEIROS,-3704124155,-1090679925,2
28,SE,SERGIPE,BOQUIM,LESTE SERGIPANO,URBANO,2800670,BOQUIM,-3762357348,-1114639163,159985786
28,SE,SERGIPE,PROPRIÁ,LESTE SERGIPANO,URBANO,2800704,BREJO GRANDE,-3647182024,-1041894331,2873886
28,SE,SERGIPE,AGRESTE DE ITABAIANA,AGRESTE SERGIPANO,URBANO,2801009,CAMPO DO BRITO,-3749635633,-1074333515,205489594
28,SE,SERGIPE,PROPRIÁ,LESTE SERGIPANO,URBANO,2801108,CANHOBA,-3697384498,-1013874366,36995662
28,SE,SERGIPE,SERGIPANA DO SERTÃO DO SÃO FRANCISCO,SERTÃO SERGIPANO,URBANO,2801207,CANINDÉ DE SÃO FRANCISCO,-3778796372,-9654104067,1544254
28,SE,SERGIPE,COTINGUIBA,LESTE SERGIPANO,URBANO,2801306,CAPELA,-3705483299,-1050609963,166855685
28,SE,SERGIPE,CARIRA,SERTÃO SERGIPANO,URBANO,2801405,CARIRA,-3770191921,-103580171,374115413
28,SE,SERGIPE,BAIXO COTINGUIBA,LESTE SERGIPANO,URBANO,2801504,CARMÓPOLIS,-3699081619,-1064681858,34505921
28,SE,SERGIPE,PROPRIÁ,LESTE SERGIPANO,URBANO,2801603,CEDRO DE SÃO JOÃO,-3688403595,-1024776494,11206168
28,SE,SERGIPE,BOQUIM,LESTE SERGIPANO,URBANO,2801702,CRISTINÁPOLIS,-3775465964,-114735578,153140794
28,SE,SERGIPE,NOSSA SENHORA DAS DORES,AGRESTE SERGIPANO,URBANO,2801900,CUMBE,-3718789928,-1035702503,200119053
28,SE,SERGIPE,COTINGUIBA,LESTE SERGIPANO,URBANO,2802007,DIVINA PASTORA,-3714934496,-106773757,147571399
28,SE,SERGIPE,ESTÂNCIA,LESTE SERGIPANO,URBANO,2802106,ESTÂNCIA,-3744001085,-1126794865,47827405
28,SE,SERGIPE,SERGIPANA DO SERTÃO DO SÃO FRANCISCO,SERTÃO SERGIPANO,URBANO,2802205,FEIRA NOVA,-3731611772,-1027053252,214942173
28,SE,SERGIPE,CARIRA,SERTÃO SERGIPANO,URBANO,2802304,FREI PAULO,-3754187625,-1054008475,228564789
28,SE,SERGIPE,SERGIPANA DO SERTÃO DO SÃO FRANCISCO,SERTÃO SERGIPANO,URBANO,2802403,GARARU,-3708437249,-9967351468,17412866
28,SE,SERGIPE,BAIXO COTINGUIBA,LESTE SERGIPANO,URBANO,2802502,GENERAL MAYNARD,-3698798443,-1068652981,18259191
28,SE,SERGIPE,SERGIPANA DO SERTÃO DO SÃO FRANCISCO,SERTÃO SERGIPANO,URBANO,2802601,GRACHO CARDOSO,-3719605463,-1022619966,238666094
28,SE,SERGIPE,PROPRIÁ,LESTE SERGIPANO,URBANO,2802700,ILHA DAS FLORES,-3653863524,-1043427583,6
28,SE,SERGIPE,ESTÂNCIA,LESTE SERGIPANO,URBANO,2802809,INDIAROBA,-3751509479,-1151850727,7017535
28,SE,SERGIPE,AGRESTE DE ITABAIANA,AGRESTE SERGIPANO,URBANO,2802908,ITABAIANA,-3742686094,-1068571604,191892989
28,SE,SERGIPE,BOQUIM,LESTE SERGIPANO,URBANO,2803005,ITABAIANINHA,-3778741114,-1127678544,211924624
28,SE,SERGIPE,SERGIPANA DO SERTÃO DO SÃO FRANCISCO,SERTÃO SERGIPANO,URBANO,2803104,ITABI,-3709964995,-1012348959,170960464
28,SE,SERGIPE,ESTÂNCIA,LESTE SERGIPANO,URBANO,2803203,ITAPORANGA D'AJUDA,-3730782693,-1099673277,11579321
28,SE,SERGIPE,JAPARATUBA,LESTE SERGIPANO,URBANO,2803302,JAPARATUBA,-369417863,-1058946681,64197144
28,SE,SERGIPE,JAPARATUBA,LESTE SERGIPANO,URBANO,2803401,JAPOATÃ,-3680075646,-1034650991,86578006
28,SE,SERGIPE,AGRESTE DE LAGARTO,AGRESTE SERGIPANO,URBANO,2803500,LAGARTO,-3766635341,-1091530097,172294927
28,SE,SERGIPE,BAIXO COTINGUIBA,LESTE SERGIPANO,URBANO,2803609,LARANJEIRAS,-371605682,-1079702951,35732826
28,SE,SERGIPE,AGRESTE DE ITABAIANA,AGRESTE SERGIPANO,URBANO,2803708,MACAMBIRA,-3754344539,-1066414997,240788971
28,SE,SERGIPE,NOSSA SENHORA DAS DORES,AGRESTE SERGIPANO,URBANO,2803807,MALHADA DOS BOIS,-369189022,-1034645152,9493005
28,SE,SERGIPE,AGRESTE DE ITABAIANA,AGRESTE SERGIPANO,URBANO,2803906,MALHADOR,-3731145994,-1066004424,267491361
28,SE,SERGIPE,BAIXO COTINGUIBA,LESTE SERGIPANO,URBANO,2804003,MARUIM,-3708331434,-107369324,8950897
28,SE,SERGIPE,AGRESTE DE ITABAIANA,AGRESTE SERGIPANO,URBANO,2804102,MOITA BONITA,-373457494,-1057904386,221873191
28,SE,SERGIPE,SERGIPANA DO SERTÃO DO SÃO FRANCISCO,SERTÃO SERGIPANO,URBANO,2804201,MONTE ALEGRE DE SERGIPE,-3756142585,-1002586163,26625503
28,SE,SERGIPE,NOSSA SENHORA DAS DORES,AGRESTE SERGIPANO,URBANO,2804300,MURIBECA,-3695700144,-1042742747,140643944
28,SE,SERGIPE,PROPRIÁ,LESTE SERGIPANO,URBANO,2804409,NEÓPOLIS,-3657671818,-1031587823,28567933
28,SE,SERGIPE,CARIRA,SERTÃO SERGIPANO,URBANO,2804458,NOSSA SENHORA APARECIDA,-3745443855,-1039465146,216341199
28,SE,SERGIPE,SERGIPANA DO SERTÃO DO SÃO FRANCISCO,SERTÃO SERGIPANO,URBANO,2804508,NOSSA SENHORA DA GLÓRIA,-3741992146,-1021568685,288435353
28,SE,SERGIPE,NOSSA SENHORA DAS DORES,AGRESTE SERGIPANO,URBANO,2804607,NOSSA SENHORA DAS DORES,-3719371121,-1049205437,203827221
28,SE,SERGIPE,PROPRIÁ,LESTE SERGIPANO,URBANO,2804706,NOSSA SENHORA DE LOURDES,-3705047288,-1007861604,221741004
28,SE,SERGIPE,ARACAJU,LESTE SERGIPANO,URBANO,2804805,NOSSA SENHORA DO SOCORRO,-3712849613,-1084875418,11053839
28,SE,SERGIPE,JAPARATUBA,LESTE SERGIPANO,URBANO,2804904,PACATUBA,-3664798639,-1044989976,91530505
28,SE,SERGIPE,CARIRA,SERTÃO SERGIPANO,URBANO,2805000,PEDRA MOLE,-3768602721,-1061811916,17389369
28,SE,SERGIPE,BOQUIM,LESTE SERGIPANO,URBANO,2805109,PEDRINHAS,-3768112816,-111935034,169402271
28,SE,SERGIPE,CARIRA,SERTÃO SERGIPANO,URBANO,2805208,PINHÃO,-3772211072,-1056668995,250177504
28,SE,SERGIPE,JAPARATUBA,LESTE SERGIPANO,URBANO,2805307,PIRAMBU,-3685974621,-1074105616,3419762
28,SE,SERGIPE,SERGIPANA DO SERTÃO DO SÃO FRANCISCO,SERTÃO SERGIPANO,URBANO,2805406,POÇO REDONDO,-3768421371,-9805790208,181909281
28,SE,SERGIPE,TOBIAS BARRETO,AGRESTE SERGIPANO,URBANO,2805505,POÇO VERDE,-3817665822,-1070759865,263315456
28,SE,SERGIPE,SERGIPANA DO SERTÃO DO SÃO FRANCISCO,SERTÃO SERGIPANO,URBANO,2805604,PORTO DA FOLHA,-3727663485,-9919258872,56909706
28,SE,SERGIPE,PROPRIÁ,LESTE SERGIPANO,URBANO,2805703,PROPRIÁ,-3684209936,-1020820732,13917535
28,SE,SERGIPE,AGRESTE DE LAGARTO,AGRESTE SERGIPANO,URBANO,2805802,RIACHÃO DO DANTAS,-3772934122,-1106640229,158982559
28,SE,SERGIPE,BAIXO COTINGUIBA,LESTE SERGIPANO,URBANO,2805901,RIACHUELO,-3719345683,-107316513,9552554
28,SE,SERGIPE,CARIRA,SERTÃO SERGIPANO,URBANO,2806008,RIBEIRÓPOLIS,-3743293903,-1054519047,298448288
28,SE,SERGIPE,BAIXO COTINGUIBA,LESTE SERGIPANO,URBANO,2806107,ROSÁRIO DO CATETE,-3703132286,-1069458998,16872276
28,SE,SERGIPE,BOQUIM,LESTE SERGIPANO,URBANO,2806206,SALGADO,-3747775536,-1102211877,107121501
28,SE,SERGIPE,ESTÂNCIA,LESTE SERGIPANO,URBANO,2806305,SANTA LUZIA DO ITANHY,-3744984218,-113533174,22811689
28,SE,SERGIPE,PROPRIÁ,LESTE SERGIPANO,URBANO,2806404,SANTANA DO SÃO FRANCISCO,-3659957935,-1028767197,15393035
28,SE,SERGIPE,COTINGUIBA,LESTE SERGIPANO,URBANO,2806503,SANTA ROSA DE LIMA,-3719773185,-1064623366,70781249
28,SE,SERGIPE,BAIXO COTINGUIBA,LESTE SERGIPANO,URBANO,2806602,SANTO AMARO DAS BROTAS,-370563111,-1078201138,20494979
28,SE,SERGIPE,ARACAJU,LESTE SERGIPANO,URBANO,2806701,SÃO CRISTÓVÃO,-3720949878,-1101367686,6278567
28,SE,SERGIPE,AGRESTE DE ITABAIANA,AGRESTE SERGIPANO,URBANO,2806800,SÃO DOMINGOS,-375684292,-1079232578,209436104
28,SE,SERGIPE,JAPARATUBA,LESTE SERGIPANO,URBANO,2806909,SÃO FRANCISCO,-3688623966,-1034648645,107008235
28,SE,SERGIPE,NOSSA SENHORA DAS DORES,AGRESTE SERGIPANO,URBANO,2807006,SÃO MIGUEL DO ALEIXO,-3738397645,-1038777219,194854166
28,SE,SERGIPE,TOBIAS BARRETO,AGRESTE SERGIPANO,URBANO,2807105,SIMÃO DIAS,-3780943058,-107380618,265834987
28,SE,SERGIPE,COTINGUIBA,LESTE SERGIPANO,URBANO,2807204,SIRIRI,-3711222534,-1060503557,86323906
28,SE,SERGIPE,PROPRIÁ,LESTE SERGIPANO,URBANO,2807303,TELHA,-3688385004,-1020917322,16472616
28,SE,SERGIPE,TOBIAS BARRETO,AGRESTE SERGIPANO,URBANO,2807402,TOBIAS BARRETO,-379990007,-1118432987,163973018
28,SE,SERGIPE,BOQUIM,LESTE SERGIPANO,URBANO,2807501,TOMAR DO GERU,-3784537078,-1136805227,179415592
28,SE,SERGIPE,BOQUIM,LESTE SERGIPANO,URBANO,2807600,UMBAÚBA,-3766114667,-1137987247,146043021
29,BA,BAHIA,SEABRA,CENTRO SUL BAIANO,URBANO,2900108,ABAÍRA,-4166160848,-1325353189,674223656
29,BA,BAHIA,PAULO AFONSO,VALE SÃO-FRANCISCANO DA BAHIA,URBANO,2900207,ABARÉ,-3911658794,-8723418246,316381994
29,BA,BAHIA,ALAGOINHAS,NORDESTE BAIANO,URBANO,2900306,ACAJUTIBA,-3801828637,-1166261283,183928384
29,BA,BAHIA,RIBEIRA DO POMBAL,NORDESTE BAIANO,URBANO,2900355,ADUSTINA,-3811550583,-1052957157,280710248
29,BA,BAHIA,FEIRA DE SANTANA,CENTRO NORTE BAIANO,URBANO,2900405,ÁGUA FRIA,-387680778,-11872931,299885981
29,BA,BAHIA,LIVRAMENTO DO BRUMADO,CENTRO SUL BAIANO,URBANO,2900504,ÉRICO CARDOSO,-4213616373,-134223478,726676975
29,BA,BAHIA,JEQUIÉ,CENTRO SUL BAIANO,URBANO,2900603,AIQUARA,-3988577801,-1412727749,155101843
29,BA,BAHIA,ALAGOINHAS,NORDESTE BAIANO,URBANO,2900702,ALAGOINHAS,-3842261577,-1213418259,141137056
29,BA,BAHIA,PORTO SEGURO,SUL BAIANO,URBANO,2900801,ALCOBAÇA,-3919421432,-1751893334,6398941
29,BA,BAHIA,ILHÉUS-ITABUNA,SUL BAIANO,URBANO,2900900,ALMADINA,-3963590318,-1470604775,290725503
29,BA,BAHIA,JEQUIÉ,CENTRO SUL BAIANO,URBANO,2901007,AMARGOSA,-395981225,-1303445136,393843499
29,BA,BAHIA,CATU,METROPOLITANA DE SALVADOR,URBANO,2901106,AMÉLIA RODRIGUES,-3875555692,-124001884,203610518
29,BA,BAHIA,IRECÊ,CENTRO NORTE BAIANO,URBANO,2901155,AMÉRICA DOURADA,-4143716328,-1144964586,688068958
29,BA,BAHIA,VITÓRIA DA CONQUISTA,CENTRO SUL BAIANO,URBANO,2901205,ANAGÉ,-4112711317,-1461132559,39004906
29,BA,BAHIA,SEABRA,CENTRO SUL BAIANO,URBANO,2901304,ANDARAÍ,-413246418,-1280135065,416653209
29,BA,BAHIA,SENHOR DO BONFIM,CENTRO NORTE BAIANO,URBANO,2901353,ANDORINHA,-398323357,-1034424004,414549904
29,BA,BAHIA,COTEGIPE,EXTREMO OESTE BAIANO,URBANO,2901403,ANGICAL,-4469582348,-1200668277,471
29,BA,BAHIA,FEIRA DE SANTANA,CENTRO NORTE BAIANO,URBANO,2901502,ANGUERA,-3924849892,-1214958707,238081262
29,BA,BAHIA,RIBEIRA DO POMBAL,NORDESTE BAIANO,URBANO,2901601,ANTAS,-3833104168,-1041270217,432826899
29,BA,BAHIA,FEIRA DE SANTANA,CENTRO NORTE BAIANO,URBANO,2901700,ANTÔNIO CARDOSO,-3911866154,-1243483891,167955661
29,BA,BAHIA,SENHOR DO BONFIM,CENTRO NORTE BAIANO,URBANO,2901809,ANTÔNIO GONÇALVES,-402756587,-1057579779,500564109
29,BA,BAHIA,ALAGOINHAS,NORDESTE BAIANO,URBANO,2901908,APORÁ,-3807999535,-1165539429,190109812
29,BA,BAHIA,JEQUIÉ,CENTRO SUL BAIANO,URBANO,2901957,APUAREMA,-3974213212,-1385322885,272548636
29,BA,BAHIA,BRUMADO,CENTRO SUL BAIANO,URBANO,2902005,ARACATU,-4146168532,-1442663024,737282011
29,BA,BAHIA,ALAGOINHAS,NORDESTE BAIANO,URBANO,2902054,ARAÇAS,-3819828802,-1221519967,70622276
29,BA,BAHIA,SERRINHA,NORDESTE BAIANO,URBANO,2902104,ARACI,-3896095816,-1133572788,267938939
29,BA,BAHIA,ALAGOINHAS,NORDESTE BAIANO,URBANO,2902203,ARAMARI,-3850306635,-1208818298,216236011
29,BA,BAHIA,ILHÉUS-ITABUNA,SUL BAIANO,URBANO,2902252,ARATACA,-3941328157,-15260873,158917844
29,BA,BAHIA,SANTO ANTÔNIO DE JESUS,METROPOLITANA DE SALVADOR,URBANO,2902302,ARATUÍPE,-3900291087,-1308059654,5220357
29,BA,BAHIA,ILHÉUS-ITABUNA,SUL BAIANO,URBANO,2902401,AURELINO LEAL,-3932199664,-1431694945,48172479
29,BA,BAHIA,BARREIRAS,EXTREMO OESTE BAIANO,URBANO,2902500,BAIANÓPOLIS,-4453609805,-123041247,672202298
