"geo","time","agriculture_percent_of_gdp","co2_emissions_tonnes_per_person","crude_birth_rate_births_per_1000_population","crude_death_rate_deaths_per_1000_population","exports_percent_of_gdp","gdppercapita_us_inflation_adjusted","imports_percent_of_gdp","life_expectancy_years","population_density_per_square_km","population_total"
"uga",1984,49.75668,0.04113,49.37,17.001,12.69242,300.40771,14.32516,50.07,70.93974,14174470
"uga",1985,48.37572,0.04231,49.44,17.205,13.73852,281.11122,15.00833,49.95,73.30276,14646624
"uga",1986,53.09797,0.04646,49.52,17.439,12.81011,272.74973,15.23828,49.68,75.84466,15154521
"uga",1987,54.7545,0.04906,49.6,17.69,8.2471,273.78401,18.04329,50.92,78.55168,15695411
"uga",1988,54.2744,0.05322,49.68,17.941,7.57267,286.08097,17.77737,50.63,81.38999,16262533
"uga",1989,54.37623,0.04767,49.75,18.174,7.9544,293.74082,18.09323,49.96,84.31055,16846090
"uga",1990,53.28291,0.04353,49.79,18.374,7.24072,302.12614,19.36882,49.2,87.27745,17438907
"uga",1991,49.37254,0.0433,49.8,18.529,7.46443,308.27306,21.93777,48.41,90.28796,18040438
"uga",1992,48.20294,0.04227,49.76,18.63,8.76109,308.34306,24.29106,47.86,93.35313,18652889
"uga",1993,48.28488,0.04052,49.67,18.664,7.06252,323.22896,21.17731,47.34,96.46876,19275422
"uga",1994,46.16985,0.03555,49.54,18.617,8.74053,333.00518,19.09883,47.02,99.63282,19907634
"uga",1995,45.29539,0.04568,49.36,18.466,11.79199,359.76429,20.83115,46.96,102.84916,20550291
"uga",1996,41.0372,0.04998,49.16,18.189,11.96111,380.3387,23.42437,47,106.1114,21202118
"uga",1997,38.11996,0.05065,48.96,17.787,13.35951,387.60066,20.79905,47.39,109.43362,21865931
"uga",1998,38.25105,0.0561,48.75,17.273,9.63905,394.24734,20.40487,47.7,112.86617,22551789
"uga",1999,34.78598,0.05641,48.55,16.662,12.25157,412.79852,23.77314,48.24,116.47563,23272995
"uga",2000,27.50911,0.05949,48.35,15.976,10.65141,412.19643,22.09762,48.71,120.31067,24039274
"uga",2001,27.85024,0.06078,48.15,15.244,11.51808,419.33583,23.81189,49.44,124.39263,24854892
"uga",2002,23.43343,0.0606,47.94,14.499,11.21328,440.65222,25.06451,50.17,128.71252,25718048
"uga",2003,24.50702,0.06005,47.69,13.771,11.38672,453.19784,25.199,50.93,133.25069,26624820
"uga",2004,21.67035,0.06305,47.41,13.083,12.69688,467.48002,22.76321,51.76,137.97325,27568436
"uga",2005,25.07494,0.07605,47.09,12.454,14.1797,480.09541,24.81459,52.81,142.85541,28543940
"uga",2006,24.03493,0.08587,46.72,11.889,15.27541,513.75282,28.35787,53.71,147.89381,29550662
"uga",2007,22.27811,0.09446,46.32,11.378,16.72507,538.03943,30.05235,54.33,153.09788,30590487
"uga",2008,21.3846,0.10075,45.89,10.913,24.28014,565.06792,31.97813,55.11,158.47003,31663896
"uga",2009,26.14618,0.10317,45.42,10.495,17.26798,583.09709,29.47677,56.03,164.01529,32771895
"uga",2010,26.23554,0.11558,44.94,10.125,17.1318,595.20617,28.58802,56.81,169.73692,33915133
"uga",2011,25.06253,0.12152,44.45,9.802,19.01757,629.24052,33.91887,57.67,175.63509,35093648
"uga",2012,26.08153,0.11211,43.96,9.523,20.21672,631.55519,33.12177,58.63,181.7066,36306796
"uga",2013,25.47995,0.12967,43.47,9.28,20.29803,632.48621,30.5985,59.75,187.94718,37553726
"uga",2014,25.07438,0.13466,43,9.066,18.17026,642.87739,28.14627,60.75,194.35132,38833338
"ukr",1989,22.26351,14.86143,12.81,12.182,32.0751,4243.77461,32.1403,70.24,88.76533,51423532
"ukr",1990,24.44803,13.92293,12.36,12.513,27.64315,3965.38272,28.72016,69.88,88.83579,51464348
"ukr",1991,24.61261,13.4202,11.88,12.914,26.11542,3624.29263,23.9447,69.31,88.83279,51462610
"ukr",1992,20.85301,12.27073,11.38,13.344,23.98092,3263.37186,21.98997,68.76,88.7548,51417432
"ukr",1993,21.54067,10.50974,10.86,13.766,25.87794,2797.56841,26.19088,68.24,88.58254,51317636
"ukr",1994,14.5724,8.63678,10.34,14.16,35.38885,2166.69302,38.55515,67.56,88.29237,51149537
"ukr",1995,13.76976,8.7602,9.833,14.509,47.07325,1917.45137,50.15645,66.62,87.87143,50905677
"ukr",1996,12.22905,8.15176,9.371,14.807,45.65193,1741.08871,48.20471,66.8,87.3135,50582456
"ukr",1997,12.5154,6.79818,8.965,15.06,40.59123,1704.31402,43.65019,67.37,86.63487,50189314
"ukr",1998,12.06807,6.60595,8.634,15.278,41.88785,1686.94179,44.16188,68.12,85.8741,49748581
"ukr",1999,11.87501,6.74668,8.394,15.461,53.70379,1699.51747,48.24792,67.75,85.08388,49290792
"ukr",2000,14.4905,6.57048,8.267,15.616,62.44488,1817.9971,57.41342,67.44,84.30587,48840074
"ukr",2001,14.47182,6.64786,8.27,15.758,55.4606,2005.31514,53.83417,67.66,83.55121,48402885
"ukr",2002,13.02777,6.64216,8.397,15.891,55.08702,2130.65856,50.70679,67.75,82.82053,47979592
"ukr",2003,10.86952,7.40705,8.628,16.018,57.75106,2349.93151,55.18171,67.76,82.13174,47580559
"ukr",2004,10.81935,7.27288,8.941,16.134,61.21126,2654.33355,53.69777,67.61,81.50239,47215966
"ukr",2005,9.15909,7.1201,9.302,16.217,51.4783,2746.0498,50.64084,67.25,80.94346,46892163
"ukr",2006,7.5635,7.00245,9.675,16.243,46.6242,2966.50006,49.47138,67.92,80.46743,46616389
"ukr",2007,6.57027,6.92571,10.03,16.195,44.84405,3220.01356,50.36262,67.73,80.07035,46386355
"ukr",2008,6.87175,6.7341,10.32,16.07,46.92328,3311.95841,54.9111,67.97,79.72525,46186430
"ukr",2009,7.19969,5.65509,10.55,15.879,46.37503,2834.34325,48.04975,69.58,79.39312,45994024
"ukr",2010,7.44757,6.65269,10.71,15.644,47.0534,2965.14237,51.08668,70.41,79.04526,45792501
"ukr",2011,8.1966,6.28381,10.79,15.399,49.81634,3138.46507,56.42547,71.1,78.67208,45576307
"ukr",2012,7.81572,6.5225,10.83,15.176,35.41546,3153.73924,56.37228,71.11,78.28028,45349333
"ukr",2013,8.78639,6.02616,10.85,15.001,42.95672,3160.08374,52.19295,71.26,77.87714,45115785
"ukr",2014,10.15461,5.06421,10.85,14.885,48.59296,3123.91557,52.09882,71.72,77.47605,44883426
"ury",1983,13.40118,1.28381,18.37,9.856,25.68887,5930.28403,23.60387,71.53,16.98928,2973463
"ury",1984,14.62803,1.15304,18.22,9.844,26.58062,5824.94647,21.37545,71.51,17.09887,2992645
"ury",1985,13.59511,1.09453,18.15,9.842,26.75653,5872.57095,21.10004,71.64,17.20894,3011908
"ury",1986,12.65182,1.04891,18.15,9.844,26.21509,6349.60397,20.26865,71.87,17.31824,3031038
"ury",1987,13.71186,1.16744,18.19,9.844,21.6487,6814.58134,19.20595,72.14,17.42639,3049966
"ury",1988,12.04353,1.5664,18.24,9.836,22.05789,6872.38926,17.73593,72.41,17.5357,3069099
"ury",1989,10.8976,1.58006,18.28,9.818,23.49387,6903.525,17.69969,72.68,17.64932,3088984
"ury",1990,9.20846,1.28404,18.29,9.788,23.53212,6877.28717,18.09635,72.8,17.76933,3109989
"ury",1991,8.49783,1.45413,18.26,9.747,20.69367,7070.5059,17.86124,72.92,17.89538,3132050
"ury",1992,8.81564,1.63889,18.17,9.699,20.44757,7576.14609,19.62547,73.11,18.02568,3154855
"ury",1993,7.36676,1.40535,18.04,9.647,19.12602,7720.4666,19.55895,73.18,18.15881,3178155
"ury",1994,7.92534,1.27021,17.85,9.596,19.76681,8221.94944,20.38202,73.46,18.29281,3201607
"ury",1995,8.61611,1.42368,17.63,9.548,18.99681,8044.64175,19.10086,73.51,18.42535,3224804
"ury",1996,8.01606,1.67542,17.37,9.507,19.66998,8432.62114,19.85846,73.7,18.55808,3248035
"ury",1997,6.80047,1.69841,17.11,9.475,17.45785,9089.1229,20.24855,73.93,18.68935,3271010
"ury",1998,7.04493,1.72761,16.86,9.452,16.41991,9438.88305,19.2201,74.18,18.81007,3292138
"ury",1999,6.03366,2.03222,16.62,9.436,15.09765,9207.79229,18.2888,74.42,18.90823,3309318
"ury",2000,6.20382,1.59764,16.4,9.424,16.6981,8997.66012,20.01564,74.82,18.97637,3321245
"ury",2001,5.77804,1.5298,16.2,9.412,16.80466,8636.54527,19.50485,74.93,19.00984,3327103
"ury",2002,7.73263,1.38844,16.02,9.395,20.62167,7967.16256,19.40739,75.04,19.01367,3327773
"ury",2003,9.80419,1.38272,15.84,9.371,27.43242,8036.47922,24.32678,75.01,19.00147,3325637
"ury",2004,11.18426,1.68783,15.67,9.34,32.1123,8442.54956,29.36439,75.27,18.99266,3324096
"ury",2005,8.74584,1.73668,15.5,9.306,30.40402,9068.23921,28.47368,75.59,19.00133,3325612
"ury",2006,8.91385,1.99585,15.34,9.275,30.2975,9424.51699,31.67407,75.8,19.03236,3331043
"ury",2007,8.49936,1.79741,15.19,9.251,29.09049,10014.87202,30.11996,75.81,19.08205,3339741
"ury",2008,9.16892,2.46668,15.04,9.238,30.20302,10698.05201,35.00507,76.1,19.14538,3350824
"ury",2009,7.887,2.39686,14.89,9.237,27.09922,11112.45603,26.2952,76.33,19.21355,3362755
"ury",2010,7.20206,1.89304,14.76,9.248,26.34299,11938.212,25.35604,76.36,19.28017,3374415
"ury",2011,8.82916,2.29294,14.62,9.267,26.42215,12512.91348,26.82488,76.43,19.34421,3385624
"ury",2012,8.12177,2.55962,14.49,9.29,25.91963,12913.10408,29.14152,76.52,19.40794,3396777
"ury",2013,7.6162,2.22624,14.37,9.313,23.35314,13467.43784,26.36471,76.73,19.47209,3408005
"ury",2014,6.73546,1.97315,14.26,9.334,23.54266,13856.69518,25.54496,77,19.53803,3419546
"usa",1997,1.33486,19.72802,14.56,8.677,11.0798,40965.84665,12.26432,76.6,29.75009,272136551
"usa",1998,1.21341,19.60136,14.39,8.653,10.4848,42292.8912,12.27494,76.74,30.12244,275542603
"usa",1999,1.15081,19.73974,14.27,8.631,10.26828,43768.88499,12.92474,76.78,30.48535,278862277
"usa",2000,1.14977,20.19161,14.19,8.604,10.66464,45055.81792,14.31854,76.9,30.82648,281982778
"usa",2001,1.12828,19.64454,14.14,8.569,9.66607,45047.4872,13.13707,76.99,31.14019,284852391
"usa",2002,0.96926,19.62148,14.13,8.522,9.13239,45428.64568,13.01727,77.12,31.43038,287506847
"usa",2003,1.13005,19.56952,14.12,8.463,9.03752,46304.03609,13.41307,77.27,31.70595,290027624
"usa",2004,1.25132,19.67624,14.11,8.395,9.62537,47614.27986,14.66955,77.49,31.98053,292539324
"usa",2005,1.14001,19.61758,14.07,8.324,9.9964,48755.61606,15.50427,77.65,32.26369,295129501
"usa",2006,1.02192,19.12949,13.99,8.258,10.65479,49575.40101,16.21883,77.91,32.55862,297827356
"usa",2007,1.05166,19.25856,13.86,8.203,11.49791,49979.53384,16.46102,78.12,32.8612,300595175
"usa",2008,1.11576,18.50557,13.68,8.165,12.5144,49364.64455,17.42701,78.33,33.16499,303374067
"usa",2009,1.02489,17.19671,13.47,8.146,11.01166,47575.60856,13.75417,78.56,33.4604,306076362
"usa",2010,1.13841,17.48156,13.23,8.146,12.3783,48375.40695,15.80415,78.74,33.74081,308641391
"usa",2011,1.32445,17.00581,13,8.161,13.57379,48786.45498,17.31137,78.83,34.00427,311051373
"usa",2012,1.20243,16.33852,12.79,8.186,13.60661,49498.39092,17.10802,78.91,34.25397,313335423
"usa",2013,1.38033,16.35043,12.64,8.215,13.63931,49971.95136,16.58695,78.93,34.49461,315536676
"usa",2014,1.21762,16.53752,12.54,8.246,13.62004,50871.67408,16.54362,78.92,34.73316,317718779
"uzb",1990,33.11399,6.20536,34.02,7.742,28.8356,997.48761,47.79898,68.28,48.1017,20462463
"uzb",1991,37.09319,5.84152,33,7.651,35.28017,971.64067,39.14293,68.02,49.25104,20951391
"uzb",1992,35.13919,5.21403,31.82,7.554,27.03394,842.82437,43.18401,67.54,50.40774,21443453
"uzb",1993,27.58509,5.29977,30.55,7.447,33.71966,804.93811,30.53365,67.02,51.55545,21931690
"uzb",1994,34.3456,4.84953,29.22,7.329,16.77559,748.24733,20.55224,66.51,52.67315,22407158
"uzb",1995,28.04992,4.52407,27.9,7.203,36.68308,728.23518,36.82072,66.16,53.74533,22863264
"uzb",1996,22.36476,4.55689,26.61,7.072,27.68728,726.58415,34.17525,66,54.76942,23298911
"uzb",1997,28.19861,4.52169,25.38,6.942,27.0404,750.09138,30.0042,66.04,55.74868,23715490
"uzb",1998,26.8,4.94121,24.26,6.818,22.49654,769.85432,22.79676,66.12,56.68173,24112410
"uzb",1999,29.02295,5.02394,23.29,6.705,18.14566,794.34939,18.40915,66.3,57.5688,24489769
"uzb",2000,30.05621,4.90278,22.51,6.605,24.58799,813.20377,21.52485,66.36,58.41307,24848920
"uzb",2001,29.9731,4.90117,21.95,6.521,28.07562,836.69865,27.64585,66.44,59.21139,25188527
"uzb",2002,30.12273,5.03094,21.61,6.451,30.81147,859.58213,29.34573,66.42,59.9715,25511876
"uzb",2003,28.58984,4.92214,21.48,6.394,37.27249,885.32213,30.57825,66.46,60.72087,25830659
"uzb",2004,26.44401,4.82465,21.51,6.347,40.20774,942.55405,32.65164,66.56,61.49583,26160326
"uzb",2005,25,4.42244,21.69,6.304,37.85425,996.86805,28.66117,66.69,62.32295,26512184
"uzb",2006,25.07941,4.47331,21.99,6.259,36.50142,1056.66681,30.94773,67.09,63.21171,26890263
"uzb",2007,23.2359,4.40418,22.34,6.209,39.67031,1145.08381,36.52842,67.57,64.15697,27292375
"uzb",2008,19.68961,4.47039,22.7,6.151,41.14461,1228.26457,38.55572,68.01,65.15239,27715825
"uzb",2009,18.63268,3.80502,23.02,6.086,34.24142,1305.53821,34.72212,68.41,66.18549,28155306
"uzb",2010,17.99376,3.64145,23.24,6.019,31.65989,1377.08214,28.51337,68.77,67.24564,28606294
"uzb",2011,17.79768,3.91095,23.33,5.954,32.65564,1451.88351,30.84216,69.05,68.33151,29068224
"uzb",2012,17.64926,3.9205,23.28,5.898,27.33479,1547.98156,32.48435,69.3,69.44245,29540819
"uzb",2013,17.42557,3.44288,23.11,5.858,26.60046,1645.91072,30.88798,69.56,70.56825,30019734
"uzb",2014,17.09902,3.44967,22.8,5.834,23.08082,1744.49124,27.08608,69.79,71.69633,30499618
"ven",1968,5.7055,6.03158,39.96,7.54,22.36965,14067.02321,17.25128,65.86,12.33716,10881995
"ven",1969,6.18301,6.1411,38.62,7.248,21.33099,13720.63385,17.31989,66.39,12.73793,11235491
"ven",1970,5.81742,6.43447,37.39,6.977,20.92049,14329.48052,16.90367,66.89,13.13731,11587761
"ven",1971,5.6089,5.24072,36.33,6.733,22.40607,14115.06623,16.84208,66.84,13.53416,11937805
"ven",1972,5.1858,5.09321,35.44,6.52,20.44202,13890.47486,17.54139,66.87,13.92941,12286439
"ven",1973,5.26396,5.26242,34.73,6.335,25.08667,14465.38677,16.76304,66.95,14.32682,12636969
"ven",1974,4.38421,5.78213,34.2,6.18,38.66463,14359.01171,16.69255,67.5,14.73162,12994025
"ven",1975,4.86593,4.77635,33.82,6.05,28.82819,14369.09072,21.92668,67.89,15.14765,13360987
"ven",1976,4.46749,4.17381,33.56,5.941,25.80849,15053.44029,25.06218,68.32,15.57638,13739142
"ven",1977,4.76317,4.51114,33.34,5.846,23.21619,15557.33202,30.03195,69.05,16.01699,14127787
"ven",1978,4.834,4.7288,33.12,5.76,20.4072,15486.02512,31.556,69.42,16.46838,14525931
"ven",1979,4.64612,5.12804,32.88,5.68,25.96038,15180.30426,24.6664,69.82,16.92845,14931739
"ven",1980,4.67288,5.9178,32.6,5.605,28.77772,14119.38146,21.82672,69.96,17.39574,15343916
"ven",1981,4.77415,5.83489,32.31,5.538,26.84385,13695.17436,21.91699,70.39,17.86951,15761799
"ven",1982,5.05447,5.77082,32.03,5.481,22.16344,13060.14359,24.77954,70.56,18.35031,16185894
"ven",1983,5.26239,5.60267,31.77,5.435,19.51291,12242.12633,11.20344,71.11,18.83946,16617346
"ven",1984,5.29926,5.46488,31.53,5.4,26.81108,12098.0226,18.77837,71.47,19.3388,17057785
"ven",1985,5.99674,5.7847,31.27,5.374,24.11814,11809.66852,18.06574,71.79,19.84928,17508059
"ven",1986,6.59456,6.09563,30.97,5.355,19.81724,12256.15994,20.24457,72.35,20.37135,17968552
"ven",1987,6.26606,6.01925,30.6,5.339,21.43827,12372.04146,23.37281,72.23,20.90334,18437794
"ven",1988,6.61119,6.13864,30.16,5.324,20.56868,12763.62866,27.23035,72.45,21.44156,18912526
"ven",1989,6.09417,5.61445,29.64,5.308,34.12343,11383.40813,21.08788,72.51,21.981,19388342
"ven",1990,5.38617,6.15057,29.05,5.289,39.45002,11830.683,20.18409,72.69,22.51795,19861956
"ven",1991,5.46856,5.67777,28.41,5.264,31.35327,12681.62716,26.2269,72.6,23.05094,20332079
"ven",1992,5.30918,5.09506,27.76,5.234,26.35301,13148.20022,28.90875,72.57,23.58038,20799075
"ven",1993,5.34815,5.85004,27.12,5.2,26.95834,12896.47719,27.18119,72.74,24.10685,21263443
"ven",1994,5.04289,5.98194,26.5,5.164,30.86333,12325.15263,22.29927,72.67,24.63166,21726352
"ven",1995,5.20878,6.00985,25.94,5.126,27.10715,12545.25073,21.816,73.03,25.15579,22188667
"ven",1996,4.22618,5.42179,25.42,5.088,36.51415,12265.36138,21.32725,73.45,25.67893,22650102
"ven",1997,4.49549,5.79781,24.94,5.052,29.25901,12787.04467,21.98603,73.97,26.20053,23110178
"ven",1998,4.95043,7.09986,24.5,5.021,20.92049,12574.7437,22.67891,74.09,26.72122,23569454
"ven",1999,4.35106,7.20483,24.09,4.997,22.91171,11597.99475,19.15852,70.67,27.24187,24028689
"ven",2000,3.93299,6.22429,23.72,4.983,29.74422,11799.88332,18.113,74.3,27.76298,24488340
"ven",2001,4.23151,6.91775,23.37,4.981,22.73563,11975.38175,19.40564,74.37,28.28465,24948476
"ven",2002,3.84705,7.6083,23.04,4.991,30.43357,10717.1845,18.14214,74.31,28.80642,25408700
"ven",2003,4.31315,7.42613,22.73,5.011,33.85339,9710.3066,16.72362,74.22,29.32773,25868523
"ven",2004,3.71882,5.76335,22.42,5.042,36.19835,11285.87053,19.1691,74.87,29.84777,26327225
"ven",2005,3.69518,6.16393,22.12,5.081,39.65865,12237.93501,20.46868,75.14,30.36581,26784161
"ven",2006,3.6568,6.22319,21.82,5.129,36.51862,13221.4769,22.14697,75.01,30.88166,27239168
"ven",2007,3.81354,5.80627,21.53,5.181,31.13054,14143.71811,25.06856,74.97,31.39501,27691965
"ven",2008,4.15842,6.36474,21.25,5.235,30.82167,14652.24075,21.00734,74.89,31.90488,28141701
"ven",2009,5.66218,6.28913,20.97,5.29,18.07152,13961.94516,20.44941,75,32.41009,28587323
"ven",2010,5.37527,6.51338,20.69,5.342,28.53041,13545.26345,17.60649,75.41,32.90974,29028033
"ven",2011,5.01293,6.00146,20.41,5.392,29.94301,13902.51142,19.69511,75.39,33.4032,29463291
"ven",2012,5.01637,6.64923,20.12,5.439,26.17101,14473.53142,24.23255,75.27,33.89046,29893080
"ven",2013,4.90255,6.06646,19.84,5.483,24.76498,14462.4197,29.51278,75.43,34.37203,30317848
"ven",2014,5.02675,6.0257,19.56,5.526,16.69383,13709.04305,31.39699,75.48,34.84879,30738378
"vnm",1986,38.06344,0.3697,30.44,6.767,6.62254,383.80122,16.59616,66.92,201.43697,62459560
"vnm",1987,40.55749,0.40653,30.1,6.66,6.00143,388.70668,14.79718,67.25,206.02218,63881297
"vnm",1988,46.29702,0.35494,29.72,6.558,3.9453,399.70424,15.00519,67.62,210.64182,65313708
"vnm",1989,42.06742,0.26229,29.27,6.459,23.84936,419.85992,34.0551,67.9,215.29784,66757402
"vnm",1990,38.73674,0.31386,28.69,6.362,36.03861,431.88172,45.27708,68.19,219.98131,68209605
"vnm",1991,40.48913,0.3079,27.91,6.263,30.91504,448.02715,36.03191,68.43,224.69411,69670902
"vnm",1992,33.93859,0.30195,26.92,6.162,34.7456,476.77575,38.83129,68.7,229.40126,71130448
"vnm",1993,29.86995,0.31707,25.73,6.06,28.72278,505.11003,37.48948,68.95,234.01305,72560427
"vnm",1994,27.42783,0.35482,24.38,5.957,34.01313,539.60812,43.46007,69.21,238.41417,73925082
"vnm",1995,27.18269,0.38684,22.95,5.858,32.81286,581.07608,41.90841,69.49,242.52258,75198977
"vnm",1996,27.75883,0.45393,21.52,5.767,40.86849,625.58427,51.83726,69.75,246.30799,76372719
"vnm",1997,25.77171,0.58229,20.2,5.687,43.10271,667.14286,51.24178,69.93,249.79306,77453335
"vnm",1998,25.78078,0.60563,19.07,5.621,44.8483,696.61002,52.15295,70.28,253.01673,78452897
"vnm",1999,25.43444,0.60073,18.17,5.572,49.96625,721.23567,52.82116,70.49,256.04339,79391374
"vnm",2000,24.53458,0.66817,17.52,5.539,53.9215,761.61017,57.4956,70.71,258.92722,80285562
"vnm",2001,23.24105,0.75351,17.13,5.523,55.06193,800.25993,56.894,70.93,261.68258,81139919
"vnm",2002,23.02944,0.86395,16.92,5.521,54.73913,842.36552,61.95773,71.14,264.31611,81956496
"vnm",2003,22.54244,0.9519,16.84,5.528,56.67326,891.87118,67.6547,71.34,266.86768,82747662
"vnm",2004,21.8077,1.08406,16.85,5.543,59.73104,950.12991,73.28546,71.54,269.38329,83527678
"vnm",2005,19.29998,1.1641,16.92,5.565,63.69949,1012.37071,67.01535,71.77,271.90261,84308843
"vnm",2006,18.72679,1.20743,17.03,5.59,67.71681,1073.0128,70.59681,72.01,274.43679,85094617
"vnm",2007,18.6551,1.22102,17.16,5.619,70.51787,1138.87368,84.08751,72.28,277.00065,85889590
"vnm",2008,20.41314,1.36081,17.3,5.65,70.33669,1191.99875,83.98079,72.53,279.63944,86707801
"vnm",2009,19.16846,1.46901,17.41,5.68,62.60888,1244.03715,72.09743,72.79,282.40529,87565407
"vnm",2010,18.37848,1.61336,17.47,5.709,72.00236,1310.37027,80.21501,73.07,285.33077,88472512
"vnm",2011,19.56775,1.70142,17.48,5.734,79.39087,1377.13398,83.52368,73.34,288.44017,89436644
"vnm",2012,19.2214,1.57234,17.42,5.755,80.02862,1433.12914,76.52531,73.6,291.71439,90451881
"vnm",2013,17.96359,1.60911,17.32,5.774,83.62614,1493.56251,81.4681,73.83,295.08732,91497725
"vnm",2014,17.6992,1.80357,17.16,5.791,86.40476,1565.0205,83.12975,74.06,298.46459,92544915
"yem",1990,24.38057,0.79593,52.12,11.472,12.20599,972.5828,17.16245,58.71,22.8366,12057039
"yem",1991,23.12413,0.72722,51.23,11.22,11.02355,984.43006,30.24777,59.1,23.98169,12661614
"yem",1992,24.17753,0.74685,50.11,10.983,10.43757,1012.15139,29.93852,59.45,25.23928,13325583
"yem",1993,22.55314,0.62105,48.78,10.749,12.57685,1000.71582,38.21358,59.79,26.54931,14017239
"yem",1994,24.96181,0.61696,47.28,10.51,12.50795,1018.88647,29.1869,59.89,27.82864,14692686
"yem",1995,20.53383,0.68311,45.7,10.263,22.37464,1032.52087,41.95835,60.46,29.01804,15320653
"yem",1996,16.72813,0.6695,44.12,10.012,38.5061,1041.70349,47.43301,60.8,30.09536,15889449
"yem",1997,16.19026,0.81412,42.64,9.766,36.2842,1061.49077,45.09748,61.25,31.07933,16408954
"yem",1998,19.56317,0.72206,41.32,9.531,26.54353,1092.80107,47.16241,61.66,32.00222,16896210
"yem",1999,16.43483,0.79953,40.21,9.307,34.83935,1102.61306,37.16457,62.15,32.91493,17378098
"yem",2000,13.76785,0.81916,39.32,9.09,41.40891,1138.24712,34.02992,62.61,33.85557,17874725
"yem",2001,14.11545,0.88135,38.63,8.875,35.89692,1148.42759,34.99547,63.07,34.83178,18390135
"yem",2002,13.34207,0.83325,38.09,8.659,37.00119,1160.24322,37.72931,63.53,35.83381,18919179
"yem",2003,12.87702,0.88914,37.63,8.44,36.439,1170.14357,37.94363,63.99,36.86211,19462086
"yem",2004,11.73034,0.94326,37.21,8.218,36.38251,1182.89823,35.46419,64.51,37.91327,20017068
"yem",2005,10.54767,0.97381,36.8,7.998,40.89682,1214.70464,35.87647,64.97,38.98503,20582927
"yem",2006,10.14692,1.00736,36.39,7.785,41.25854,1219.00744,40.81762,65.52,40.07905,21160534
"yem",2007,9.85542,0.96414,35.97,7.584,35.90343,1225.47236,43.21999,65.84,41.19856,21751605
"yem",2008,8.7008,0.99924,35.52,7.4,37.83695,1235.81157,43.40776,66.4,42.34406,22356391
"yem",2009,10.02132,1.06906,35.05,7.234,28.32515,1249.03365,39.74623,67.03,43.5156,22974929
"yem",2010,8.16218,0.9926,34.55,7.088,29.99508,1309.23193,34.39056,67.51,44.71235,23606779
"yem",2011,8.53317,0.8109,34.02,6.958,30.34043,1112.35191,32.71904,67.68,45.93482,24252206
"yem",2012,8.43814,0.74945,33.48,6.842,24.86371,1108.89498,36.49792,67.91,47.18065,24909969
"yem",2013,7.8674,0.99688,32.95,6.735,22.3593,1132.09746,30.15215,68.36,48.44276,25576322
"yem",2014,7.81942,0.86483,32.42,6.636,21.4838,1101.11723,28.35296,68.44,49.71178,26246327
"zaf",1960,10.66346,5.61009,41.72,14.815,29.55091,4527.25163,24.56108,52.71,14.3904,17456855
"zaf",1961,11.00966,5.70369,41.41,14.549,29.32397,4579.63509,21.29939,53.17,14.77275,17920673
