"Date","Births"
"Mon Apr 01 1996 00:00:00 GMT-0500 (Eastern Standard Time)",10173
"Tue Apr 02 1996 00:00:00 GMT-0500 (Eastern Standard Time)",12055
"Wed Apr 03 1996 00:00:00 GMT-0500 (Eastern Standard Time)",11622
"Thu Apr 04 1996 00:00:00 GMT-0500 (Eastern Standard Time)",11881
"Fri Apr 05 1996 00:00:00 GMT-0500 (Eastern Standard Time)",10985
"Sat Apr 06 1996 00:00:00 GMT-0500 (Eastern Standard Time)",8354
"Sun Apr 07 1996 00:00:00 GMT-0500 (Eastern Standard Time)",7372
"Mon Apr 08 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",10659
"Tue Apr 09 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11631
"Wed Apr 10 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11429
"Thu Apr 11 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11489
"Fri Apr 12 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11462
"Sat Apr 13 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",8565
"Sun Apr 14 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",7687
"Mon Apr 15 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",10548
"Tue Apr 16 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11754
"Wed Apr 17 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11554
"Thu Apr 18 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11282
"Fri Apr 19 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11438
"Sat Apr 20 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",8451
"Sun Apr 21 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",7789
"Mon Apr 22 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",10957
"Tue Apr 23 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11979
"Wed Apr 24 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11342
"Thu Apr 25 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11340
"Fri Apr 26 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11070
"Sat Apr 27 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",8444
"Sun Apr 28 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",7567
"Mon Apr 29 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",10325
"Tue Apr 30 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11391
"Wed May 01 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11390
"Thu May 02 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11397
"Fri May 03 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11011
"Sat May 04 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",8483
"Sun May 05 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",7821
"Mon May 06 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",10585
"Tue May 07 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11567
"Wed May 08 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11403
"Thu May 09 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11404
"Fri May 10 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11471
"Sat May 11 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",8495
"Sun May 12 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",7758
"Mon May 13 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",10291
"Tue May 14 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11757
"Wed May 15 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11619
"Thu May 16 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11637
"Fri May 17 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11370
"Sat May 18 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",8696
"Sun May 19 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",7906
"Mon May 20 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11073
"Tue May 21 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11962
"Wed May 22 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11733
"Thu May 23 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11511
"Fri May 24 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11835
"Sat May 25 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",8666
"Sun May 26 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",7746
"Mon May 27 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",8034
"Tue May 28 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11151
"Wed May 29 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12119
"Thu May 30 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11964
"Fri May 31 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11853
"Sat Jun 01 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",8866
"Sun Jun 02 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",7962
"Mon Jun 03 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",10916
"Tue Jun 04 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11783
"Wed Jun 05 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11695
"Thu Jun 06 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11849
"Fri Jun 07 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11750
"Sat Jun 08 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",8739
"Sun Jun 09 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",8013
"Mon Jun 10 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",10927
"Tue Jun 11 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11978
"Wed Jun 12 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11710
"Thu Jun 13 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11521
"Fri Jun 14 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11644
"Sat Jun 15 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",8783
"Sun Jun 16 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",8004
"Mon Jun 17 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",10981
"Tue Jun 18 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12105
"Wed Jun 19 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11779
"Thu Jun 20 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12052
"Fri Jun 21 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11759
"Sat Jun 22 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",8946
"Sun Jun 23 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",8128
"Mon Jun 24 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11080
"Tue Jun 25 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12150
"Wed Jun 26 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12154
"Thu Jun 27 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11957
"Fri Jun 28 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12057
"Sat Jun 29 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",8956
"Sun Jun 30 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",8281
"Mon Jul 01 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11779
"Tue Jul 02 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",13167
"Wed Jul 03 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12563
"Thu Jul 04 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",9358
"Fri Jul 05 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",10823
"Sat Jul 06 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",9044
"Sun Jul 07 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",8248
"Mon Jul 08 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11385
"Tue Jul 09 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12623
"Wed Jul 10 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12362
"Thu Jul 11 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12256
"Fri Jul 12 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11976
"Sat Jul 13 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",9152
"Sun Jul 14 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",8358
"Mon Jul 15 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11421
"Tue Jul 16 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12619
"Wed Jul 17 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12660
"Thu Jul 18 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12247
"Fri Jul 19 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12049
"Sat Jul 20 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",9107
"Sun Jul 21 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",8349
"Mon Jul 22 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11164
"Tue Jul 23 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12731
"Wed Jul 24 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12214
"Thu Jul 25 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12307
"Fri Jul 26 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12082
"Sat Jul 27 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",9012
"Sun Jul 28 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",8227
"Mon Jul 29 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11232
"Tue Jul 30 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12519
"Wed Jul 31 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12128
"Thu Aug 01 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12153
"Fri Aug 02 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12088
"Sat Aug 03 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",9174
"Sun Aug 04 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",8327
"Mon Aug 05 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11268
"Tue Aug 06 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12508
"Wed Aug 07 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12277
"Thu Aug 08 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12385
"Fri Aug 09 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12167
"Sat Aug 10 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",9175
"Sun Aug 11 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",8310
"Mon Aug 12 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11499
"Tue Aug 13 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12407
"Wed Aug 14 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12294
"Thu Aug 15 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12180
"Fri Aug 16 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12419
"Sat Aug 17 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",9290
"Sun Aug 18 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",8305
"Mon Aug 19 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11392
"Tue Aug 20 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12270
"Wed Aug 21 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12338
"Thu Aug 22 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12291
"Fri Aug 23 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12213
"Sat Aug 24 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",9130
"Sun Aug 25 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",8212
"Mon Aug 26 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11201
"Tue Aug 27 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12573
"Wed Aug 28 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12339
"Thu Aug 29 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12509
"Fri Aug 30 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12479
"Sat Aug 31 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",9144
"Sun Sep 01 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",8250
"Mon Sep 02 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",8331
"Tue Sep 03 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11506
"Wed Sep 04 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12970
"Thu Sep 05 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12657
"Fri Sep 06 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12629
"Sat Sep 07 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",9396
"Sun Sep 08 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",8354
"Mon Sep 09 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11543
"Tue Sep 10 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12662
"Wed Sep 11 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12420
"Thu Sep 12 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12486
"Fri Sep 13 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12019
"Sat Sep 14 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",9323
"Sun Sep 15 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",8561
"Mon Sep 16 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12107
"Tue Sep 17 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",13063
"Wed Sep 18 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12630
"Thu Sep 19 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12535
"Fri Sep 20 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12754
"Sat Sep 21 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",9492
"Sun Sep 22 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",8694
"Mon Sep 23 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11605
"Tue Sep 24 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12910
"Wed Sep 25 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12768
"Thu Sep 26 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12684
"Fri Sep 27 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12756
"Sat Sep 28 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",9359
"Sun Sep 29 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",8393
"Mon Sep 30 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11491
"Tue Oct 01 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12851
"Wed Oct 02 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12347
"Thu Oct 03 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12248
"Fri Oct 04 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12224
"Sat Oct 05 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",8900
"Sun Oct 06 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",7960
"Mon Oct 07 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11186
"Tue Oct 08 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12311
"Wed Oct 09 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12069
"Thu Oct 10 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12157
"Fri Oct 11 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11582
"Sat Oct 12 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",8710
"Sun Oct 13 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",7970
"Mon Oct 14 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",10770
"Tue Oct 15 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",12272
"Wed Oct 16 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11894
"Thu Oct 17 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11764
"Fri Oct 18 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11495
"Sat Oct 19 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",8459
"Sun Oct 20 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",7786
"Mon Oct 21 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",10790
"Tue Oct 22 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11857
"Wed Oct 23 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11807
"Thu Oct 24 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11538
"Fri Oct 25 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",11618
"Sat Oct 26 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",8695
"Sun Oct 27 1996 00:00:00 GMT-0400 (Eastern Daylight Time)",8061
"Mon Oct 28 1996 00:00:00 GMT-0500 (Eastern Standard Time)",10846
"Tue Oct 29 1996 00:00:00 GMT-0500 (Eastern Standard Time)",12054
"Wed Oct 30 1996 00:00:00 GMT-0500 (Eastern Standard Time)",11812
"Thu Oct 31 1996 00:00:00 GMT-0500 (Eastern Standard Time)",10313
"Fri Nov 01 1996 00:00:00 GMT-0500 (Eastern Standard Time)",11717
"Sat Nov 02 1996 00:00:00 GMT-0500 (Eastern Standard Time)",8614
"Sun Nov 03 1996 00:00:00 GMT-0500 (Eastern Standard Time)",7753
"Mon Nov 04 1996 00:00:00 GMT-0500 (Eastern Standard Time)",10846
"Tue Nov 05 1996 00:00:00 GMT-0500 (Eastern Standard Time)",12019
"Wed Nov 06 1996 00:00:00 GMT-0500 (Eastern Standard Time)",11575
"Thu Nov 07 1996 00:00:00 GMT-0500 (Eastern Standard Time)",11854
"Fri Nov 08 1996 00:00:00 GMT-0500 (Eastern Standard Time)",11880
"Sat Nov 09 1996 00:00:00 GMT-0500 (Eastern Standard Time)",8780
"Sun Nov 10 1996 00:00:00 GMT-0500 (Eastern Standard Time)",7666
"Mon Nov 11 1996 00:00:00 GMT-0500 (Eastern Standard Time)",10586
"Tue Nov 12 1996 00:00:00 GMT-0500 (Eastern Standard Time)",11687
"Wed Nov 13 1996 00:00:00 GMT-0500 (Eastern Standard Time)",11065
"Thu Nov 14 1996 00:00:00 GMT-0500 (Eastern Standard Time)",11516
"Fri Nov 15 1996 00:00:00 GMT-0500 (Eastern Standard Time)",11523
"Sat Nov 16 1996 00:00:00 GMT-0500 (Eastern Standard Time)",8562
"Sun Nov 17 1996 00:00:00 GMT-0500 (Eastern Standard Time)",7808
"Mon Nov 18 1996 00:00:00 GMT-0500 (Eastern Standard Time)",10712
"Tue Nov 19 1996 00:00:00 GMT-0500 (Eastern Standard Time)",12001
"Wed Nov 20 1996 00:00:00 GMT-0500 (Eastern Standard Time)",11557
"Thu Nov 21 1996 00:00:00 GMT-0500 (Eastern Standard Time)",11617
"Fri Nov 22 1996 00:00:00 GMT-0500 (Eastern Standard Time)",11713
"Sat Nov 23 1996 00:00:00 GMT-0500 (Eastern Standard Time)",8535
"Sun Nov 24 1996 00:00:00 GMT-0500 (Eastern Standard Time)",7452
"Mon Nov 25 1996 00:00:00 GMT-0500 (Eastern Standard Time)",11352
"Tue Nov 26 1996 00:00:00 GMT-0500 (Eastern Standard Time)",12451
"Wed Nov 27 1996 00:00:00 GMT-0500 (Eastern Standard Time)",11169
"Thu Nov 28 1996 00:00:00 GMT-0500 (Eastern Standard Time)",7770
"Fri Nov 29 1996 00:00:00 GMT-0500 (Eastern Standard Time)",9302
"Sat Nov 30 1996 00:00:00 GMT-0500 (Eastern Standard Time)",8315
"Sun Dec 01 1996 00:00:00 GMT-0500 (Eastern Standard Time)",7929
"Mon Dec 02 1996 00:00:00 GMT-0500 (Eastern Standard Time)",10969
"Tue Dec 03 1996 00:00:00 GMT-0500 (Eastern Standard Time)",12123
"Wed Dec 04 1996 00:00:00 GMT-0500 (Eastern Standard Time)",11837
"Thu Dec 05 1996 00:00:00 GMT-0500 (Eastern Standard Time)",11587
"Fri Dec 06 1996 00:00:00 GMT-0500 (Eastern Standard Time)",11547
"Sat Dec 07 1996 00:00:00 GMT-0500 (Eastern Standard Time)",8505
"Sun Dec 08 1996 00:00:00 GMT-0500 (Eastern Standard Time)",7730
"Mon Dec 09 1996 00:00:00 GMT-0500 (Eastern Standard Time)",10642
"Tue Dec 10 1996 00:00:00 GMT-0500 (Eastern Standard Time)",11900
"Wed Dec 11 1996 00:00:00 GMT-0500 (Eastern Standard Time)",11521
"Thu Dec 12 1996 00:00:00 GMT-0500 (Eastern Standard Time)",11845
"Fri Dec 13 1996 00:00:00 GMT-0500 (Eastern Standard Time)",10623
"Sat Dec 14 1996 00:00:00 GMT-0500 (Eastern Standard Time)",8618
"Sun Dec 15 1996 00:00:00 GMT-0500 (Eastern Standard Time)",7717
"Mon Dec 16 1996 00:00:00 GMT-0500 (Eastern Standard Time)",11193
"Tue Dec 17 1996 00:00:00 GMT-0500 (Eastern Standard Time)",12379
"Wed Dec 18 1996 00:00:00 GMT-0500 (Eastern Standard Time)",12116
"Thu Dec 19 1996 00:00:00 GMT-0500 (Eastern Standard Time)",12181
"Fri Dec 20 1996 00:00:00 GMT-0500 (Eastern Standard Time)",12552
"Sat Dec 21 1996 00:00:00 GMT-0500 (Eastern Standard Time)",8684
"Sun Dec 22 1996 00:00:00 GMT-0500 (Eastern Standard Time)",7749
"Mon Dec 23 1996 00:00:00 GMT-0500 (Eastern Standard Time)",10604
"Tue Dec 24 1996 00:00:00 GMT-0500 (Eastern Standard Time)",9114
"Wed Dec 25 1996 00:00:00 GMT-0500 (Eastern Standard Time)",7092
"Thu Dec 26 1996 00:00:00 GMT-0500 (Eastern Standard Time)",10321
"Fri Dec 27 1996 00:00:00 GMT-0500 (Eastern Standard Time)",12260
"Sat Dec 28 1996 00:00:00 GMT-0500 (Eastern Standard Time)",9103
"Sun Dec 29 1996 00:00:00 GMT-0500 (Eastern Standard Time)",8193
"Mon Dec 30 1996 00:00:00 GMT-0500 (Eastern Standard Time)",11911
"Tue Dec 31 1996 00:00:00 GMT-0500 (Eastern Standard Time)",11924
"Wed Jan 01 1997 00:00:00 GMT-0500 (Eastern Standard Time)",8349
"Thu Jan 02 1997 00:00:00 GMT-0500 (Eastern Standard Time)",9914
"Fri Jan 03 1997 00:00:00 GMT-0500 (Eastern Standard Time)",11196
"Sat Jan 04 1997 00:00:00 GMT-0500 (Eastern Standard Time)",8617
"Sun Jan 05 1997 00:00:00 GMT-0500 (Eastern Standard Time)",7657
"Mon Jan 06 1997 00:00:00 GMT-0500 (Eastern Standard Time)",10456
"Tue Jan 07 1997 00:00:00 GMT-0500 (Eastern Standard Time)",11615
"Wed Jan 08 1997 00:00:00 GMT-0500 (Eastern Standard Time)",10872
"Thu Jan 09 1997 00:00:00 GMT-0500 (Eastern Standard Time)",10981
"Fri Jan 10 1997 00:00:00 GMT-0500 (Eastern Standard Time)",11545
"Sat Jan 11 1997 00:00:00 GMT-0500 (Eastern Standard Time)",8368
"Sun Jan 12 1997 00:00:00 GMT-0500 (Eastern Standard Time)",7524
"Mon Jan 13 1997 00:00:00 GMT-0500 (Eastern Standard Time)",10267
"Tue Jan 14 1997 00:00:00 GMT-0500 (Eastern Standard Time)",11502
"Wed Jan 15 1997 00:00:00 GMT-0500 (Eastern Standard Time)",11319
"Thu Jan 16 1997 00:00:00 GMT-0500 (Eastern Standard Time)",11311
"Fri Jan 17 1997 00:00:00 GMT-0500 (Eastern Standard Time)",11321
"Sat Jan 18 1997 00:00:00 GMT-0500 (Eastern Standard Time)",8340
"Sun Jan 19 1997 00:00:00 GMT-0500 (Eastern Standard Time)",7527
"Mon Jan 20 1997 00:00:00 GMT-0500 (Eastern Standard Time)",10444
"Tue Jan 21 1997 00:00:00 GMT-0500 (Eastern Standard Time)",11536
"Wed Jan 22 1997 00:00:00 GMT-0500 (Eastern Standard Time)",11508
"Thu Jan 23 1997 00:00:00 GMT-0500 (Eastern Standard Time)",11511
"Fri Jan 24 1997 00:00:00 GMT-0500 (Eastern Standard Time)",11410
"Sat Jan 25 1997 00:00:00 GMT-0500 (Eastern Standard Time)",8634
"Sun Jan 26 1997 00:00:00 GMT-0500 (Eastern Standard Time)",7526
"Mon Jan 27 1997 00:00:00 GMT-0500 (Eastern Standard Time)",10527
"Tue Jan 28 1997 00:00:00 GMT-0500 (Eastern Standard Time)",11661
"Wed Jan 29 1997 00:00:00 GMT-0500 (Eastern Standard Time)",11084
"Thu Jan 30 1997 00:00:00 GMT-0500 (Eastern Standard Time)",11171
"Fri Jan 31 1997 00:00:00 GMT-0500 (Eastern Standard Time)",11518
"Sat Feb 01 1997 00:00:00 GMT-0500 (Eastern Standard Time)",8488
"Sun Feb 02 1997 00:00:00 GMT-0500 (Eastern Standard Time)",7706
"Mon Feb 03 1997 00:00:00 GMT-0500 (Eastern Standard Time)",10596
"Tue Feb 04 1997 00:00:00 GMT-0500 (Eastern Standard Time)",11621
"Wed Feb 05 1997 00:00:00 GMT-0500 (Eastern Standard Time)",11291
"Thu Feb 06 1997 00:00:00 GMT-0500 (Eastern Standard Time)",11228
"Fri Feb 07 1997 00:00:00 GMT-0500 (Eastern Standard Time)",11538
"Sat Feb 08 1997 00:00:00 GMT-0500 (Eastern Standard Time)",8411
"Sun Feb 09 1997 00:00:00 GMT-0500 (Eastern Standard Time)",7566
"Mon Feb 10 1997 00:00:00 GMT-0500 (Eastern Standard Time)",10778
"Tue Feb 11 1997 00:00:00 GMT-0500 (Eastern Standard Time)",11734
"Wed Feb 12 1997 00:00:00 GMT-0500 (Eastern Standard Time)",11548
"Thu Feb 13 1997 00:00:00 GMT-0500 (Eastern Standard Time)",11288
"Fri Feb 14 1997 00:00:00 GMT-0500 (Eastern Standard Time)",12321
"Sat Feb 15 1997 00:00:00 GMT-0500 (Eastern Standard Time)",8805
"Sun Feb 16 1997 00:00:00 GMT-0500 (Eastern Standard Time)",7670
"Mon Feb 17 1997 00:00:00 GMT-0500 (Eastern Standard Time)",10023
"Tue Feb 18 1997 00:00:00 GMT-0500 (Eastern Standard Time)",11126
"Wed Feb 19 1997 00:00:00 GMT-0500 (Eastern Standard Time)",11574
"Thu Feb 20 1997 00:00:00 GMT-0500 (Eastern Standard Time)",11571
"Fri Feb 21 1997 00:00:00 GMT-0500 (Eastern Standard Time)",11458
"Sat Feb 22 1997 00:00:00 GMT-0500 (Eastern Standard Time)",8845
"Sun Feb 23 1997 00:00:00 GMT-0500 (Eastern Standard Time)",7553
"Mon Feb 24 1997 00:00:00 GMT-0500 (Eastern Standard Time)",10481
"Tue Feb 25 1997 00:00:00 GMT-0500 (Eastern Standard Time)",11566
"Wed Feb 26 1997 00:00:00 GMT-0500 (Eastern Standard Time)",11573
"Thu Feb 27 1997 00:00:00 GMT-0500 (Eastern Standard Time)",11666
"Fri Feb 28 1997 00:00:00 GMT-0500 (Eastern Standard Time)",11516
"Sat Mar 01 1997 00:00:00 GMT-0500 (Eastern Standard Time)",8589
"Sun Mar 02 1997 00:00:00 GMT-0500 (Eastern Standard Time)",7681
"Mon Mar 03 1997 00:00:00 GMT-0500 (Eastern Standard Time)",10837
