"Date","Births"
"Sat Jan 02 1999 00:00:00 GMT-0500 (Eastern Standard Time)",7637
"Sun Jan 03 1999 00:00:00 GMT-0500 (Eastern Standard Time)",7416
"Mon Jan 04 1999 00:00:00 GMT-0500 (Eastern Standard Time)",10396
"Tue Jan 05 1999 00:00:00 GMT-0500 (Eastern Standard Time)",12004
"Wed Jan 06 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11718
"Thu Jan 07 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11901
"Fri Jan 08 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11772
"Sat Jan 09 1999 00:00:00 GMT-0500 (Eastern Standard Time)",8466
"Sun Jan 10 1999 00:00:00 GMT-0500 (Eastern Standard Time)",7704
"Mon Jan 11 1999 00:00:00 GMT-0500 (Eastern Standard Time)",10816
"Tue Jan 12 1999 00:00:00 GMT-0500 (Eastern Standard Time)",12190
"Wed Jan 13 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11626
"Thu Jan 14 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11767
"Fri Jan 15 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11704
"Sat Jan 16 1999 00:00:00 GMT-0500 (Eastern Standard Time)",8444
"Sun Jan 17 1999 00:00:00 GMT-0500 (Eastern Standard Time)",7679
"Mon Jan 18 1999 00:00:00 GMT-0500 (Eastern Standard Time)",10508
"Tue Jan 19 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11812
"Wed Jan 20 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11901
"Thu Jan 21 1999 00:00:00 GMT-0500 (Eastern Standard Time)",12027
"Fri Jan 22 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11677
"Sat Jan 23 1999 00:00:00 GMT-0500 (Eastern Standard Time)",8587
"Sun Jan 24 1999 00:00:00 GMT-0500 (Eastern Standard Time)",7597
"Mon Jan 25 1999 00:00:00 GMT-0500 (Eastern Standard Time)",10973
"Tue Jan 26 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11915
"Wed Jan 27 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11548
"Thu Jan 28 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11745
"Fri Jan 29 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11571
"Sat Jan 30 1999 00:00:00 GMT-0500 (Eastern Standard Time)",8473
"Sun Jan 31 1999 00:00:00 GMT-0500 (Eastern Standard Time)",7445
"Mon Feb 01 1999 00:00:00 GMT-0500 (Eastern Standard Time)",10718
"Tue Feb 02 1999 00:00:00 GMT-0500 (Eastern Standard Time)",12037
"Wed Feb 03 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11747
"Thu Feb 04 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11811
"Fri Feb 05 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11693
"Sat Feb 06 1999 00:00:00 GMT-0500 (Eastern Standard Time)",8394
"Sun Feb 07 1999 00:00:00 GMT-0500 (Eastern Standard Time)",7675
"Mon Feb 08 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11022
"Tue Feb 09 1999 00:00:00 GMT-0500 (Eastern Standard Time)",12157
"Wed Feb 10 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11849
"Thu Feb 11 1999 00:00:00 GMT-0500 (Eastern Standard Time)",12086
"Fri Feb 12 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11709
"Sat Feb 13 1999 00:00:00 GMT-0500 (Eastern Standard Time)",8298
"Sun Feb 14 1999 00:00:00 GMT-0500 (Eastern Standard Time)",7902
"Mon Feb 15 1999 00:00:00 GMT-0500 (Eastern Standard Time)",10431
"Tue Feb 16 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11987
"Wed Feb 17 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11868
"Thu Feb 18 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11909
"Fri Feb 19 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11818
"Sat Feb 20 1999 00:00:00 GMT-0500 (Eastern Standard Time)",8604
"Sun Feb 21 1999 00:00:00 GMT-0500 (Eastern Standard Time)",7664
"Mon Feb 22 1999 00:00:00 GMT-0500 (Eastern Standard Time)",10958
"Tue Feb 23 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11875
"Wed Feb 24 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11761
"Thu Feb 25 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11716
"Fri Feb 26 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11615
"Sat Feb 27 1999 00:00:00 GMT-0500 (Eastern Standard Time)",8458
"Sun Feb 28 1999 00:00:00 GMT-0500 (Eastern Standard Time)",7806
"Mon Mar 01 1999 00:00:00 GMT-0500 (Eastern Standard Time)",10958
"Tue Mar 02 1999 00:00:00 GMT-0500 (Eastern Standard Time)",12288
"Wed Mar 03 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11998
"Thu Mar 04 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11767
"Fri Mar 05 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11841
"Sat Mar 06 1999 00:00:00 GMT-0500 (Eastern Standard Time)",8616
"Sun Mar 07 1999 00:00:00 GMT-0500 (Eastern Standard Time)",7578
"Mon Mar 08 1999 00:00:00 GMT-0500 (Eastern Standard Time)",10749
"Tue Mar 09 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11896
"Wed Mar 10 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11823
"Thu Mar 11 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11832
"Fri Mar 12 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11834
"Sat Mar 13 1999 00:00:00 GMT-0500 (Eastern Standard Time)",8436
"Sun Mar 14 1999 00:00:00 GMT-0500 (Eastern Standard Time)",7549
"Mon Mar 15 1999 00:00:00 GMT-0500 (Eastern Standard Time)",10830
"Tue Mar 16 1999 00:00:00 GMT-0500 (Eastern Standard Time)",12134
"Wed Mar 17 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11928
"Thu Mar 18 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11915
"Fri Mar 19 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11554
"Sat Mar 20 1999 00:00:00 GMT-0500 (Eastern Standard Time)",8621
"Sun Mar 21 1999 00:00:00 GMT-0500 (Eastern Standard Time)",7582
"Mon Mar 22 1999 00:00:00 GMT-0500 (Eastern Standard Time)",10743
"Tue Mar 23 1999 00:00:00 GMT-0500 (Eastern Standard Time)",12132
"Wed Mar 24 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11764
"Thu Mar 25 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11879
"Fri Mar 26 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11543
"Sat Mar 27 1999 00:00:00 GMT-0500 (Eastern Standard Time)",8592
"Sun Mar 28 1999 00:00:00 GMT-0500 (Eastern Standard Time)",7389
"Mon Mar 29 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11259
"Tue Mar 30 1999 00:00:00 GMT-0500 (Eastern Standard Time)",12071
"Wed Mar 31 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11838
"Thu Apr 01 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11313
"Fri Apr 02 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11354
"Sat Apr 03 1999 00:00:00 GMT-0500 (Eastern Standard Time)",8059
"Sun Apr 04 1999 00:00:00 GMT-0500 (Eastern Standard Time)",7067
"Mon Apr 05 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",10820
"Tue Apr 06 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12063
"Wed Apr 07 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11941
"Thu Apr 08 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11724
"Fri Apr 09 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11550
"Sat Apr 10 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",8364
"Sun Apr 11 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",7510
"Mon Apr 12 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",10849
"Tue Apr 13 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11884
"Wed Apr 14 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11669
"Thu Apr 15 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11818
"Fri Apr 16 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11546
"Sat Apr 17 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",8633
"Sun Apr 18 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",7394
"Mon Apr 19 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",10767
"Tue Apr 20 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12067
"Wed Apr 21 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11636
"Thu Apr 22 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11763
"Fri Apr 23 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11533
"Sat Apr 24 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",8301
"Sun Apr 25 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",7370
"Mon Apr 26 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",10806
"Tue Apr 27 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12013
"Wed Apr 28 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11915
"Thu Apr 29 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11743
"Fri Apr 30 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11417
"Sat May 01 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",8522
"Sun May 02 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",7537
"Mon May 03 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",10972
"Tue May 04 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12455
"Wed May 05 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12278
"Thu May 06 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12267
"Fri May 07 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11857
"Sat May 08 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",8314
"Sun May 09 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",7630
"Mon May 10 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11158
"Tue May 11 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12316
"Wed May 12 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12111
"Thu May 13 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11801
"Fri May 14 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11874
"Sat May 15 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",8492
"Sun May 16 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",7600
"Mon May 17 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11106
"Tue May 18 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12438
"Wed May 19 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11758
"Thu May 20 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11944
"Fri May 21 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11895
"Sat May 22 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",8558
"Sun May 23 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",7700
"Mon May 24 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11340
"Tue May 25 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12833
"Wed May 26 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12346
"Thu May 27 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12640
"Fri May 28 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12405
"Sat May 29 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",8875
"Sun May 30 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",7661
"Mon May 31 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",7843
"Tue Jun 01 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11583
"Wed Jun 02 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12961
"Thu Jun 03 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12796
"Fri Jun 04 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12340
"Sat Jun 05 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",8814
"Sun Jun 06 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",7691
"Mon Jun 07 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11105
"Tue Jun 08 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12338
"Wed Jun 09 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12010
"Thu Jun 10 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12259
"Fri Jun 11 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12028
"Sat Jun 12 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",8654
"Sun Jun 13 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",7648
"Mon Jun 14 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11145
"Tue Jun 15 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12525
"Wed Jun 16 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12089
"Thu Jun 17 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12069
"Fri Jun 18 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11861
"Sat Jun 19 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",8621
"Sun Jun 20 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",7675
"Mon Jun 21 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11492
"Tue Jun 22 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12527
"Wed Jun 23 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12130
"Thu Jun 24 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12343
"Fri Jun 25 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11768
"Sat Jun 26 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",8922
"Sun Jun 27 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",7968
"Mon Jun 28 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11506
"Tue Jun 29 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12853
"Wed Jun 30 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12480
"Thu Jul 01 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12828
"Fri Jul 02 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12525
"Sat Jul 03 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",8764
"Sun Jul 04 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",7973
"Mon Jul 05 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",8413
"Tue Jul 06 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11799
"Wed Jul 07 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",13343
"Thu Jul 08 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",13245
"Fri Jul 09 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12566
"Sat Jul 10 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",9196
"Sun Jul 11 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",7882
"Mon Jul 12 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11489
"Tue Jul 13 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12646
"Wed Jul 14 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12631
"Thu Jul 15 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12795
"Fri Jul 16 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12582
"Sat Jul 17 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",9034
"Sun Jul 18 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",8025
"Mon Jul 19 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11556
"Tue Jul 20 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12849
"Wed Jul 21 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12685
"Thu Jul 22 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12945
"Fri Jul 23 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12674
"Sat Jul 24 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",9258
"Sun Jul 25 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",8182
"Mon Jul 26 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11687
"Tue Jul 27 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12903
"Wed Jul 28 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12803
"Thu Jul 29 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12840
"Fri Jul 30 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12537
"Sat Jul 31 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",9157
"Sun Aug 01 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",8167
"Mon Aug 02 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11663
"Tue Aug 03 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12660
"Wed Aug 04 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12564
"Thu Aug 05 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12587
"Fri Aug 06 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12448
"Sat Aug 07 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",9070
"Sun Aug 08 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",8074
"Mon Aug 09 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11408
"Tue Aug 10 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",13035
"Wed Aug 11 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12572
"Thu Aug 12 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",13103
"Fri Aug 13 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11924
"Sat Aug 14 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",9143
"Sun Aug 15 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",8190
"Mon Aug 16 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11753
"Tue Aug 17 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",13201
"Wed Aug 18 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12833
"Thu Aug 19 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12783
"Fri Aug 20 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12764
"Sat Aug 21 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",9114
"Sun Aug 22 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",7964
"Mon Aug 23 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11673
"Tue Aug 24 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",13035
"Wed Aug 25 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12595
"Thu Aug 26 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12628
"Fri Aug 27 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12570
"Sat Aug 28 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",9387
"Sun Aug 29 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",8203
"Mon Aug 30 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11568
"Tue Aug 31 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12692
"Wed Sep 01 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12572
"Thu Sep 02 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12896
"Fri Sep 03 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12914
"Sat Sep 04 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",8953
"Sun Sep 05 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",8203
"Mon Sep 06 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",8249
"Tue Sep 07 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11969
"Wed Sep 08 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",13437
"Thu Sep 09 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",14540
"Fri Sep 10 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",13181
"Sat Sep 11 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",9634
"Sun Sep 12 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",8463
"Mon Sep 13 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11481
"Tue Sep 14 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12770
"Wed Sep 15 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12880
"Thu Sep 16 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12843
"Fri Sep 17 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",13142
"Sat Sep 18 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",9599
"Sun Sep 19 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",8559
"Mon Sep 20 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11961
"Tue Sep 21 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",13384
"Wed Sep 22 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12994
"Thu Sep 23 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",13149
"Fri Sep 24 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",13009
"Sat Sep 25 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",9568
"Sun Sep 26 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",8290
"Mon Sep 27 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12103
"Tue Sep 28 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",13358
"Wed Sep 29 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12785
"Thu Sep 30 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12523
"Fri Oct 01 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12544
"Sat Oct 02 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",9099
"Sun Oct 03 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",7888
"Mon Oct 04 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11506
"Tue Oct 05 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12871
"Wed Oct 06 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12534
"Thu Oct 07 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12306
"Fri Oct 08 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12341
"Sat Oct 09 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",8804
"Sun Oct 10 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",7835
"Mon Oct 11 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11203
"Tue Oct 12 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12442
"Wed Oct 13 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12041
"Thu Oct 14 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12115
"Fri Oct 15 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12187
"Sat Oct 16 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",8594
"Sun Oct 17 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",7562
"Mon Oct 18 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11021
"Tue Oct 19 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12354
"Wed Oct 20 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11830
"Thu Oct 21 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11960
"Fri Oct 22 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11912
"Sat Oct 23 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",8404
"Sun Oct 24 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",7465
"Mon Oct 25 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11077
"Tue Oct 26 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",12221
"Wed Oct 27 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11654
"Thu Oct 28 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11693
"Fri Oct 29 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",11534
"Sat Oct 30 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",8488
"Sun Oct 31 1999 00:00:00 GMT-0400 (Eastern Daylight Time)",7495
"Mon Nov 01 1999 00:00:00 GMT-0500 (Eastern Standard Time)",10839
"Tue Nov 02 1999 00:00:00 GMT-0500 (Eastern Standard Time)",12098
"Wed Nov 03 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11803
"Thu Nov 04 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11806
"Fri Nov 05 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11868
"Sat Nov 06 1999 00:00:00 GMT-0500 (Eastern Standard Time)",8533
"Sun Nov 07 1999 00:00:00 GMT-0500 (Eastern Standard Time)",7481
"Mon Nov 08 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11049
"Tue Nov 09 1999 00:00:00 GMT-0500 (Eastern Standard Time)",12092
"Wed Nov 10 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11632
"Thu Nov 11 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11802
"Fri Nov 12 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11556
"Sat Nov 13 1999 00:00:00 GMT-0500 (Eastern Standard Time)",8349
"Sun Nov 14 1999 00:00:00 GMT-0500 (Eastern Standard Time)",7526
"Mon Nov 15 1999 00:00:00 GMT-0500 (Eastern Standard Time)",10928
"Tue Nov 16 1999 00:00:00 GMT-0500 (Eastern Standard Time)",12263
"Wed Nov 17 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11665
"Thu Nov 18 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11908
"Fri Nov 19 1999 00:00:00 GMT-0500 (Eastern Standard Time)",12128
"Sat Nov 20 1999 00:00:00 GMT-0500 (Eastern Standard Time)",8630
"Sun Nov 21 1999 00:00:00 GMT-0500 (Eastern Standard Time)",7514
"Mon Nov 22 1999 00:00:00 GMT-0500 (Eastern Standard Time)",12104
"Tue Nov 23 1999 00:00:00 GMT-0500 (Eastern Standard Time)",12804
"Wed Nov 24 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11409
"Thu Nov 25 1999 00:00:00 GMT-0500 (Eastern Standard Time)",7529
"Fri Nov 26 1999 00:00:00 GMT-0500 (Eastern Standard Time)",8892
"Sat Nov 27 1999 00:00:00 GMT-0500 (Eastern Standard Time)",8024
"Sun Nov 28 1999 00:00:00 GMT-0500 (Eastern Standard Time)",7418
"Mon Nov 29 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11095
"Tue Nov 30 1999 00:00:00 GMT-0500 (Eastern Standard Time)",12544
"Wed Dec 01 1999 00:00:00 GMT-0500 (Eastern Standard Time)",12282
"Thu Dec 02 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11976
"Fri Dec 03 1999 00:00:00 GMT-0500 (Eastern Standard Time)",11591
"Sat Dec 04 1999 00:00:00 GMT-0500 (Eastern Standard Time)",8333
